Database	Sample	Frac_unclassified	Count_unclassified
ISOLATES-550	SRR11404619_1_kneaddata_paired.out	 14.04	83774
ISOLATES-550	SRR11404620_1_kneaddata_paired.out	 31.51	39216
ISOLATES-550	SRR1648444_1_kneaddata_paired.out	 32.87	26127829
ISOLATES-550	SRR2167611_1_kneaddata_paired.out	 48.63	15192403
ISOLATES-550	SRR2167614_1_kneaddata_paired.out	 48.20	14229164
ISOLATES-550	SRR2167615_1_kneaddata_paired.out	 44.55	12668874
ISOLATES-550	SRR2167616_1_kneaddata_paired.out	 44.48	13804190
ISOLATES-550	SRR2167618_1_kneaddata_paired.out	 45.85	12479390
ISOLATES-550	SRR2174313_1_kneaddata_paired.out	 47.93	2322768
ISOLATES-550	SRR2174314_1_kneaddata_paired.out	 42.73	6926737
ISOLATES-550	SRR2174315_1_kneaddata_paired.out	 51.46	3429229
ISOLATES-550	SRR2174317_1_kneaddata_paired.out	 48.04	7532170
ISOLATES-550	SRR2665308_1_kneaddata_paired.out	 30.36	2020883
ISOLATES-550	SRR2665507_1_kneaddata_paired.out	 28.00	336742
ISOLATES-550	SRR3223201_1_kneaddata_paired.out	 67.52	42214965
ISOLATES-550	SRR3223202_1_kneaddata_paired.out	 82.57	40420384
ISOLATES-550	SRR3539628_kneaddata.out	 54.66	10836151
ISOLATES-550	SRR3539764_kneaddata.out	 38.95	7624734
ISOLATES-550	SRR3539773_kneaddata.out	 49.43	9050396
ISOLATES-550	SRR3539774_kneaddata.out	 51.76	13667076
ISOLATES-550	SRR4116657_1_kneaddata_paired.out	 57.17	11354306
ISOLATES-550	SRR4116658_1_kneaddata_paired.out	 57.33	11163225
ISOLATES-550	SRR4116659_1_kneaddata_paired.out	 56.22	12730159
ISOLATES-550	SRR4116660_1_kneaddata_paired.out	 55.58	11894873
ISOLATES-550	SRR4116661_1_kneaddata_paired.out	 51.16	9640406
ISOLATES-550	SRR4116662_1_kneaddata_paired.out	 53.28	14524106
ISOLATES-550	SRR4116663_1_kneaddata_paired.out	 57.35	15282888
ISOLATES-550	SRR4116664_1_kneaddata_paired.out	 57.14	11311713
ISOLATES-550	SRR4116665_1_kneaddata_paired.out	 53.35	17962867
ISOLATES-550	SRR4116674_1_kneaddata_paired.out	 58.79	15805073
ISOLATES-550	SRR4116675_1_kneaddata_paired.out	 51.68	15887643
ISOLATES-550	SRR4116676_1_kneaddata_paired.out	 53.27	10753010
ISOLATES-550	SRR4116677_1_kneaddata_paired.out	 56.27	14586642
ISOLATES-550	SRR4116678_1_kneaddata_paired.out	 49.25	7127095
ISOLATES-550	SRR5574474_1_kneaddata_paired.out	 36.75	3399376
ISOLATES-550	SRR5574481_1_kneaddata_paired.out	 37.01	10985437
ISOLATES-550	SRR5574491_1_kneaddata_paired.out	 36.75	3399363
ISOLATES-550	SRR5574493_1_kneaddata_paired.out	 36.95	3421566
ISOLATES-550	SRR5574494_1_kneaddata_paired.out	 34.00	3118741
ISOLATES-550	SRR5574495_1_kneaddata_paired.out	 34.23	3469587
ISOLATES-550	SRR5574496_1_kneaddata_paired.out	 34.26	3269426
ISOLATES-550	SRR5574497_1_kneaddata_paired.out	 37.28	4164483
ISOLATES-550	SRR5574499_1_kneaddata_paired.out	 36.75	3399353
ISOLATES-550	SRR5574500_1_kneaddata_paired.out	 32.40	2364230
ISOLATES-550	SRR5574501_1_kneaddata_paired.out	 32.88	2271538
ISOLATES-550	SRR5574502_1_kneaddata_paired.out	 32.58	2116254
ISOLATES-550	SRR5574503_1_kneaddata_paired.out	 38.87	3220705
ISOLATES-550	SRR5574504_1_kneaddata_paired.out	 38.80	3648586
ISOLATES-550	SRR5574505_1_kneaddata_paired.out	 38.54	3573736
ISOLATES-550	SRR5574506_1_kneaddata_paired.out	 38.04	3383387
ISOLATES-550	SRR5574507_1_kneaddata_paired.out	 37.81	3575876
ISOLATES-550	SRR5574508_1_kneaddata_paired.out	 38.44	3514958
ISOLATES-550	SRR5574509_1_kneaddata_paired.out	 35.28	3483629
ISOLATES-550	SRR5574510_1_kneaddata_paired.out	 35.16	3277565
ISOLATES-550	SRR5574511_1_kneaddata_paired.out	 35.33	3501095
ISOLATES-550	SRR5574512_1_kneaddata_paired.out	 37.26	3161660
ISOLATES-550	SRR5574513_1_kneaddata_paired.out	 36.89	3200154
ISOLATES-550	SRR5574514_1_kneaddata_paired.out	 37.01	3132239
ISOLATES-550	SRR5574516_1_kneaddata_paired.out	 35.57	3278678
ISOLATES-550	SRR5574517_1_kneaddata_paired.out	 35.75	2679073
ISOLATES-550	SRR5574518_1_kneaddata_paired.out	 35.56	3482364
ISOLATES-550	SRR5574519_1_kneaddata_paired.out	 29.25	2257883
ISOLATES-550	SRR5574520_1_kneaddata_paired.out	 29.49	2776538
ISOLATES-550	SRR5574521_1_kneaddata_paired.out	 29.37	2773487
ISOLATES-550	SRR5580762_1_kneaddata_paired.out	 41.09	25299808
ISOLATES-550	SRR5580763_1_kneaddata_paired.out	 33.24	11122206
ISOLATES-550	SRR5865529_1_kneaddata_paired.out	 55.66	5783986
ISOLATES-550	SRR5865530_1_kneaddata_paired.out	 19.10	1362785
ISOLATES-550	SRR5865531_1_kneaddata_paired.out	 18.37	121630
ISOLATES-550	SRR5865532_1_kneaddata_paired.out	 30.24	301655
ISOLATES-550	SRR5865533_1_kneaddata_paired.out	 53.53	5504896
ISOLATES-550	SRR5865534_1_kneaddata_paired.out	 18.18	111770
ISOLATES-550	SRR5865535_1_kneaddata_paired.out	 17.55	385669
ISOLATES-550	SRR5865536_1_kneaddata_paired.out	 59.93	2066956
ISOLATES-550	SRR5865538_1_kneaddata_paired.out	 72.65	3173401
ISOLATES-550	SRR5865540_1_kneaddata_paired.out	 30.55	3302255
ISOLATES-550	SRR5865544_1_kneaddata_paired.out	 52.48	1451564
ISOLATES-550	SRR5925326_1_kneaddata_paired.out	 34.24	3820671
ISOLATES-550	SRR5925327_1_kneaddata_paired.out	 49.20	4774802
ISOLATES-550	SRR5925328_1_kneaddata_paired.out	 36.37	4852809
ISOLATES-550	SRR5925329_1_kneaddata_paired.out	 48.92	5466361
ISOLATES-550	SRR5925330_1_kneaddata_paired.out	 29.31	2789973
ISOLATES-550	SRR5925331_1_kneaddata_paired.out	 31.68	3330305
ISOLATES-550	SRR5925332_1_kneaddata_paired.out	 30.67	2687462
ISOLATES-550	SRR5925333_1_kneaddata_paired.out	 29.22	3274601
ISOLATES-550	SRR5925334_1_kneaddata_paired.out	 40.50	4984140
ISOLATES-550	SRR5925335_1_kneaddata_paired.out	 32.32	3913723
ISOLATES-550	SRR5925348_1_kneaddata_paired.out	 42.09	6404073
ISOLATES-550	SRR5925350_1_kneaddata_paired.out	 32.95	3705041
ISOLATES-550	SRR5925351_1_kneaddata_paired.out	 54.38	5077963
ISOLATES-550	SRR5925356_1_kneaddata_paired.out	 43.23	5362980
ISOLATES-550	SRR5925357_1_kneaddata_paired.out	 58.14	4078841
ISOLATES-550	SRR5925358_1_kneaddata_paired.out	 41.03	4023736
ISOLATES-550	SRR5925359_1_kneaddata_paired.out	 33.38	3938901
ISOLATES-550	SRR5925360_1_kneaddata_paired.out	 40.39	4112168
ISOLATES-550	SRR5925361_1_kneaddata_paired.out	 36.18	5660512
ISOLATES-550	SRR5925362_1_kneaddata_paired.out	 39.92	4275379
ISOLATES-550	SRR5925363_1_kneaddata_paired.out	 32.29	4256407
ISOLATES-550	SRR5925364_1_kneaddata_paired.out	 31.82	3150326
ISOLATES-550	SRR5925365_1_kneaddata_paired.out	 40.07	4133525
ISOLATES-550	SRR5927678_1_kneaddata_paired.out	 36.47	31126361
ISOLATES-550	SRR5927679_1_kneaddata_paired.out	 60.33	16726589
ISOLATES-550	SRR5927680_1_kneaddata_paired.out	 35.01	9345852
ISOLATES-550	SRR5927681_1_kneaddata_paired.out	 33.90	23196840
ISOLATES-550	SRR5927682_1_kneaddata_paired.out	 39.83	27979966
ISOLATES-550	SRR5927683_1_kneaddata_paired.out	 79.29	23291191
ISOLATES-550	SRR5927684_1_kneaddata_paired.out	 33.55	32213962
ISOLATES-550	SRR5927685_1_kneaddata_paired.out	 44.88	46765318
ISOLATES-550	SRR5927686_1_kneaddata_paired.out	 55.84	41521761
ISOLATES-550	SRR5927687_1_kneaddata_paired.out	 61.21	15354928
ISOLATES-550	SRR5927688_1_kneaddata_paired.out	 32.47	6861490
ISOLATES-550	SRR5927689_1_kneaddata_paired.out	 26.76	17497370
ISOLATES-550	SRR5927690_1_kneaddata_paired.out	 39.53	30015481
ISOLATES-550	SRR5927691_1_kneaddata_paired.out	 35.27	29227024
ISOLATES-550	SRR5927692_1_kneaddata_paired.out	 37.60	24658339
ISOLATES-550	SRR5927693_1_kneaddata_paired.out	 37.94	24325701
ISOLATES-550	SRR5927694_1_kneaddata_paired.out	 31.48	16870175
ISOLATES-550	SRR5927695_1_kneaddata_paired.out	 49.98	41961436
ISOLATES-550	SRR5927696_1_kneaddata_paired.out	 32.84	18151030
ISOLATES-550	SRR5927697_1_kneaddata_paired.out	 41.36	10131705
ISOLATES-550	SRR5927698_1_kneaddata_paired.out	 56.15	41828191
ISOLATES-550	SRR5927699_1_kneaddata_paired.out	 58.08	43526968
ISOLATES-550	SRR5927700_1_kneaddata_paired.out	 34.43	21999695
ISOLATES-550	SRR5927701_1_kneaddata_paired.out	 39.13	31893030
ISOLATES-550	SRR5927702_1_kneaddata_paired.out	 37.40	30312452
ISOLATES-550	SRR5927703_1_kneaddata_paired.out	 46.87	26191353
ISOLATES-550	SRR5927704_1_kneaddata_paired.out	 60.88	13658308
ISOLATES-550	SRR5927705_1_kneaddata_paired.out	 52.74	38189961
ISOLATES-550	SRR5927706_1_kneaddata_paired.out	 36.50	9816577
ISOLATES-550	SRR5927707_1_kneaddata_paired.out	 26.50	14260452
ISOLATES-550	SRR5927708_1_kneaddata_paired.out	 43.12	29394873
ISOLATES-550	SRR5927709_1_kneaddata_paired.out	 29.49	6401981
ISOLATES-550	SRR5927710_1_kneaddata_paired.out	 32.00	18002937
ISOLATES-550	SRR5927711_1_kneaddata_paired.out	 67.72	23433596
ISOLATES-550	SRR5927712_1_kneaddata_paired.out	 56.46	49998964
ISOLATES-550	SRR5927713_1_kneaddata_paired.out	 41.50	10238244
ISOLATES-550	SRR5927714_1_kneaddata_paired.out	 40.67	5816876
ISOLATES-550	SRR5927715_1_kneaddata_paired.out	 33.40	21651486
ISOLATES-550	SRR5927716_1_kneaddata_paired.out	 42.65	35584529
ISOLATES-550	SRR5927717_1_kneaddata_paired.out	 34.24	18747094
ISOLATES-550	SRR5927718_1_kneaddata_paired.out	 47.40	21827511
ISOLATES-550	SRR5927719_1_kneaddata_paired.out	 35.74	7422893
ISOLATES-550	SRR5927720_1_kneaddata_paired.out	 33.79	21428368
ISOLATES-550	SRR5927721_1_kneaddata_paired.out	 63.19	39561827
ISOLATES-550	SRR5927722_1_kneaddata_paired.out	 29.69	4561184
ISOLATES-550	SRR5927723_1_kneaddata_paired.out	 69.07	51316035
ISOLATES-550	SRR5927724_1_kneaddata_paired.out	 35.27	19860903
ISOLATES-550	SRR5927725_1_kneaddata_paired.out	 46.98	10441269
ISOLATES-550	SRR5927726_1_kneaddata_paired.out	 28.61	3452186
ISOLATES-550	SRR5927727_1_kneaddata_paired.out	 33.10	19400505
ISOLATES-550	SRR5927728_1_kneaddata_paired.out	 80.75	19644911
ISOLATES-550	SRR5927729_1_kneaddata_paired.out	 47.33	27342480
ISOLATES-550	SRR6032561_1_kneaddata_paired.out	 50.87	12351018
ISOLATES-550	SRR6032562_1_kneaddata_paired.out	 51.63	8882541
ISOLATES-550	SRR6032563_1_kneaddata_paired.out	 50.46	13207923
ISOLATES-550	SRR6032564_1_kneaddata_paired.out	 52.50	12086037
ISOLATES-550	SRR6032565_1_kneaddata_paired.out	 49.50	14243017
ISOLATES-550	SRR6032566_1_kneaddata_paired.out	 57.48	13135446
ISOLATES-550	SRR6032567_1_kneaddata_paired.out	 51.25	14036526
ISOLATES-550	SRR6032568_1_kneaddata_paired.out	 53.97	14832394
ISOLATES-550	SRR6032569_1_kneaddata_paired.out	 52.30	18303470
ISOLATES-550	SRR6032570_1_kneaddata_paired.out	 53.99	17715213
ISOLATES-550	SRR6032571_1_kneaddata_paired.out	 54.27	17103410
ISOLATES-550	SRR6032572_1_kneaddata_paired.out	 55.42	13001847
ISOLATES-550	SRR6032573_1_kneaddata_paired.out	 56.55	6302438
ISOLATES-550	SRR6032574_1_kneaddata_paired.out	 52.53	8301309
ISOLATES-550	SRR6032575_1_kneaddata_paired.out	 55.61	11087551
ISOLATES-550	SRR6032576_1_kneaddata_paired.out	 53.21	14955210
ISOLATES-550	SRR6032577_1_kneaddata_paired.out	 49.84	13760777
ISOLATES-550	SRR6032578_1_kneaddata_paired.out	 48.64	21904742
ISOLATES-550	SRR6032579_1_kneaddata_paired.out	 42.04	6303185
ISOLATES-550	SRR6032580_1_kneaddata_paired.out	 47.48	2631905
ISOLATES-550	SRR6032581_1_kneaddata_paired.out	 48.78	4849595
ISOLATES-550	SRR6032582_1_kneaddata_paired.out	 52.73	10569716
ISOLATES-550	SRR6032583_1_kneaddata_paired.out	 46.90	3918753
ISOLATES-550	SRR6032584_1_kneaddata_paired.out	 49.83	6025681
ISOLATES-550	SRR6032585_1_kneaddata_paired.out	 52.55	7546338
ISOLATES-550	SRR6032586_1_kneaddata_paired.out	 56.03	8596266
ISOLATES-550	SRR6032587_1_kneaddata_paired.out	 45.27	5130279
ISOLATES-550	SRR6032588_1_kneaddata_paired.out	 40.54	5579559
ISOLATES-550	SRR6032589_1_kneaddata_paired.out	 54.90	13344290
ISOLATES-550	SRR6032590_1_kneaddata_paired.out	 52.35	8179834
ISOLATES-550	SRR6032591_1_kneaddata_paired.out	 54.72	17686733
ISOLATES-550	SRR6032592_1_kneaddata_paired.out	 55.17	9352371
ISOLATES-550	SRR6032593_1_kneaddata_paired.out	 52.74	13032048
ISOLATES-550	SRR6032594_1_kneaddata_paired.out	 53.76	11430324
ISOLATES-550	SRR6032595_1_kneaddata_paired.out	 56.58	14237701
ISOLATES-550	SRR6032596_1_kneaddata_paired.out	 50.69	14419474
ISOLATES-550	SRR6032597_1_kneaddata_paired.out	 53.10	6170192
ISOLATES-550	SRR6032598_1_kneaddata_paired.out	 55.00	20573477
ISOLATES-550	SRR6032599_1_kneaddata_paired.out	 51.21	12116498
ISOLATES-550	SRR6051570_kneaddata.out	 42.40	7582983
ISOLATES-550	SRR6051571_kneaddata.out	 54.30	2087805
ISOLATES-550	SRR6051572_kneaddata.out	 68.27	2226912
ISOLATES-550	SRR6051573_kneaddata.out	 69.25	1245694
ISOLATES-550	SRR6051574_kneaddata.out	 60.19	2515591
ISOLATES-550	SRR6051575_kneaddata.out	 49.16	1624860
ISOLATES-550	SRR6051576_kneaddata.out	 65.12	2159333
ISOLATES-550	SRR6051577_kneaddata.out	 49.22	1134816
ISOLATES-550	SRR6051578_kneaddata.out	 70.68	2997870
ISOLATES-550	SRR6051579_kneaddata.out	 63.42	1491886
ISOLATES-550	SRR6051580_kneaddata.out	 45.17	1251409
ISOLATES-550	SRR6051581_kneaddata.out	 70.88	4551955
ISOLATES-550	SRR6051582_kneaddata.out	 57.44	1532010
ISOLATES-550	SRR6051583_kneaddata.out	 65.45	2364457
ISOLATES-550	SRR6051584_kneaddata.out	 68.91	2153788
ISOLATES-550	SRR6051702_kneaddata.out	 70.00	7373605
ISOLATES-550	SRR6051703_kneaddata.out	 56.14	8868220
ISOLATES-550	SRR6051704_kneaddata.out	 63.70	6147728
ISOLATES-550	SRR6051705_kneaddata.out	 63.32	6271171
ISOLATES-550	SRR6051706_kneaddata.out	 68.07	7209113
ISOLATES-550	SRR6051707_kneaddata.out	 62.47	53800879
ISOLATES-550	SRR6051708_kneaddata.out	 43.32	6777054
ISOLATES-550	SRR6051709_kneaddata.out	 52.83	4369859
ISOLATES-550	SRR6051710_kneaddata.out	 66.77	5997864
ISOLATES-550	SRR6051711_kneaddata.out	 67.56	13172820
ISOLATES-550	SRR6051712_kneaddata.out	 58.05	3658878
ISOLATES-550	SRR6051713_kneaddata.out	 47.91	4657126
ISOLATES-550	SRR6051714_kneaddata.out	 66.47	113
ISOLATES-550	SRR6051715_kneaddata.out	 47.31	8134204
ISOLATES-550	SRR6051716_kneaddata.out	 69.01	5060004
ISOLATES-550	SRR6440127_1_kneaddata_paired.out	 22.13	6031796
ISOLATES-550	SRR6440128_1_kneaddata_paired.out	 57.56	15255883
ISOLATES-550	SRR6440129_1_kneaddata_paired.out	 27.07	7094184
ISOLATES-550	SRR6440130_1_kneaddata_paired.out	 36.73	10124349
ISOLATES-550	SRR6440131_1_kneaddata_paired.out	 41.13	10345026
ISOLATES-550	SRR6440132_1_kneaddata_paired.out	 89.34	10322306
ISOLATES-550	SRR6440133_1_kneaddata_paired.out	 39.66	12135849
ISOLATES-550	SRR6440134_1_kneaddata_paired.out	 35.51	9520281
ISOLATES-550	SRR6440135_1_kneaddata_paired.out	 49.08	12440281
ISOLATES-550	SRR6440136_1_kneaddata_paired.out	 43.31	12440922
ISOLATES-550	SRR6440137_1_kneaddata_paired.out	 41.91	10255832
ISOLATES-550	SRR6440138_1_kneaddata_paired.out	 46.73	10335582
ISOLATES-550	SRR6945375_1_kneaddata_paired.out	 62.32	8731257
ISOLATES-550	SRR6945376_1_kneaddata_paired.out	 48.71	3835618
ISOLATES-550	SRR6945377_1_kneaddata_paired.out	 50.79	5372289
ISOLATES-550	SRR6945378_1_kneaddata_paired.out	 54.38	4491693
ISOLATES-550	SRR6945379_1_kneaddata_paired.out	 24.62	3320373
ISOLATES-550	SRR6945380_1_kneaddata_paired.out	 49.62	8481382
ISOLATES-550	SRR6945381_1_kneaddata_paired.out	 48.30	10805576
ISOLATES-550	SRR6945382_1_kneaddata_paired.out	 15.80	2358171
ISOLATES-550	SRR6945383_1_kneaddata_paired.out	 48.77	5982833
ISOLATES-550	SRR6945384_1_kneaddata_paired.out	 46.81	5367952
ISOLATES-550	SRR6945385_1_kneaddata_paired.out	 40.96	5089514
ISOLATES-550	SRR6945386_1_kneaddata_paired.out	 43.81	6249399
ISOLATES-550	SRR6945387_1_kneaddata_paired.out	 42.86	2805777
ISOLATES-550	SRR6945388_1_kneaddata_paired.out	 20.10	3074128
ISOLATES-550	SRR6945389_1_kneaddata_paired.out	 42.94	3842140
ISOLATES-550	SRR6945390_1_kneaddata_paired.out	 42.91	6622784
ISOLATES-550	SRR6945391_1_kneaddata_paired.out	 41.32	5565973
ISOLATES-550	SRR6945392_1_kneaddata_paired.out	 40.95	5525029
ISOLATES-550	SRR6945393_1_kneaddata_paired.out	 43.28	5681823
ISOLATES-550	SRR6945394_1_kneaddata_paired.out	 41.82	4439028
ISOLATES-550	SRR6945397_1_kneaddata_paired.out	 46.97	2580666
ISOLATES-550	SRR6945398_1_kneaddata_paired.out	 46.08	4298395
ISOLATES-550	SRR6945399_1_kneaddata_paired.out	 45.62	5247858
ISOLATES-550	SRR6945400_1_kneaddata_paired.out	 39.94	2488583
ISOLATES-550	SRR6945401_1_kneaddata_paired.out	 47.31	6556685
ISOLATES-550	SRR6945402_1_kneaddata_paired.out	 42.24	5030704
ISOLATES-550	SRR6945403_1_kneaddata_paired.out	 45.85	5722851
ISOLATES-550	SRR6945404_1_kneaddata_paired.out	 49.40	7823176
ISOLATES-550	SRR6945405_1_kneaddata_paired.out	 45.19	5488114
ISOLATES-550	SRR6945406_1_kneaddata_paired.out	 40.46	4521190
ISOLATES-550	SRR6945407_1_kneaddata_paired.out	 47.88	4536361
ISOLATES-550	SRR6945408_1_kneaddata_paired.out	 12.47	1396110
ISOLATES-550	SRR6945409_1_kneaddata_paired.out	 50.29	3557084
ISOLATES-550	SRR6945410_1_kneaddata_paired.out	 49.73	4704253
ISOLATES-550	SRR6945411_1_kneaddata_paired.out	 52.65	2942928
ISOLATES-550	SRR6945412_1_kneaddata_paired.out	 12.52	1620643
ISOLATES-550	SRR6945413_1_kneaddata_paired.out	 49.39	3012162
ISOLATES-550	SRR6945414_1_kneaddata_paired.out	 42.70	4564237
ISOLATES-550	SRR6945415_1_kneaddata_paired.out	 48.47	3574717
ISOLATES-550	SRR6945416_1_kneaddata_paired.out	 18.09	1984021
ISOLATES-550	SRR7533631_1_kneaddata_paired.out	 38.83	7969524
ISOLATES-550	SRR7533632_1_kneaddata_paired.out	 51.13	8481620
ISOLATES-550	SRR7533633_1_kneaddata_paired.out	 51.85	8591417
ISOLATES-550	SRR7533634_1_kneaddata_paired.out	 50.38	10057714
ISOLATES-550	SRR7533635_1_kneaddata_paired.out	 47.32	8522259
ISOLATES-550	SRR7533636_1_kneaddata_paired.out	 49.18	7309986
ISOLATES-550	SRR7533637_1_kneaddata_paired.out	 37.44	7139969
ISOLATES-550	SRR7533638_1_kneaddata_paired.out	 52.79	13567987
ISOLATES-550	SRR7533639_1_kneaddata_paired.out	 40.20	9109649
ISOLATES-550	SRR7533640_1_kneaddata_paired.out	 45.86	13401154
ISOLATES-550	SRR7533641_1_kneaddata_paired.out	 39.86	16829785
ISOLATES-550	SRR7533642_1_kneaddata_paired.out	 44.90	26814591
ISOLATES-550	SRR7533643_1_kneaddata_paired.out	 46.27	13307175
ISOLATES-550	SRR7533644_1_kneaddata_paired.out	 42.14	7557159
ISOLATES-550	SRR7691143_1_kneaddata_paired.out	 34.93	1819771
ISOLATES-550	SRR7691144_1_kneaddata_paired.out	 31.91	1379868
ISOLATES-550	SRR7691145_1_kneaddata_paired.out	 43.55	3023879
ISOLATES-550	SRR7691146_1_kneaddata_paired.out	 36.54	1788533
ISOLATES-550	SRR7691147_1_kneaddata_paired.out	 33.83	3197260
ISOLATES-550	SRR7691148_1_kneaddata_paired.out	 50.53	2618596
ISOLATES-550	SRR7691149_1_kneaddata_paired.out	 40.81	2970067
ISOLATES-550	SRR7691150_1_kneaddata_paired.out	 33.78	2179889
ISOLATES-550	SRR7691151_1_kneaddata_paired.out	 47.10	4859302
ISOLATES-550	SRR7691152_1_kneaddata_paired.out	 38.21	3529890
ISOLATES-550	SRR7691153_1_kneaddata_paired.out	 34.86	1623430
ISOLATES-550	SRR7691154_1_kneaddata_paired.out	 29.33	1428456
ISOLATES-550	SRR7691155_1_kneaddata_paired.out	 37.17	1833697
ISOLATES-550	SRR7691156_1_kneaddata_paired.out	 31.20	1485657
ISOLATES-550	SRR7691157_1_kneaddata_paired.out	 30.76	3144103
ISOLATES-550	SRR7691158_1_kneaddata_paired.out	 31.00	1956595
ISOLATES-550	SRR7691159_1_kneaddata_paired.out	 33.00	2530154
ISOLATES-550	SRR7691160_1_kneaddata_paired.out	 50.53	2612303
ISOLATES-550	SRR7691161_1_kneaddata_paired.out	 33.74	2138442
ISOLATES-550	SRR7691162_1_kneaddata_paired.out	 34.26	2057993
ISOLATES-550	SRR7691163_1_kneaddata_paired.out	 28.66	2862226
ISOLATES-550	SRR7691164_1_kneaddata_paired.out	 43.75	3356118
ISOLATES-550	SRR7691165_1_kneaddata_paired.out	 24.44	1459530
ISOLATES-550	SRR7691166_1_kneaddata_paired.out	 24.85	1821743
ISOLATES-550	SRR7691167_1_kneaddata_paired.out	 36.19	1874653
ISOLATES-550	SRR7691168_1_kneaddata_paired.out	 38.99	1873150
ISOLATES-550	SRR7691169_1_kneaddata_paired.out	 36.67	2344025
ISOLATES-550	SRR7691170_1_kneaddata_paired.out	 35.40	2011030
ISOLATES-550	SRR7691171_1_kneaddata_paired.out	 35.37	1984531
ISOLATES-550	SRR7691172_1_kneaddata_paired.out	 39.72	1970276
ISOLATES-550	SRR7691173_1_kneaddata_paired.out	 44.22	6269207
ISOLATES-550	SRR7691174_1_kneaddata_paired.out	 43.98	3092602
ISOLATES-550	SRR7761320_1_kneaddata_paired.out	 42.53	9033128
ISOLATES-550	SRR7761321_1_kneaddata_paired.out	 50.88	5629281
ISOLATES-550	SRR7761322_1_kneaddata_paired.out	 48.18	4989524
ISOLATES-550	SRR7761323_1_kneaddata_paired.out	 49.64	7064311
ISOLATES-550	SRR7761324_1_kneaddata_paired.out	 43.11	7991552
ISOLATES-550	SRR7761325_1_kneaddata_paired.out	 45.98	3890080
ISOLATES-550	SRR7761326_1_kneaddata_paired.out	 48.05	10038167
ISOLATES-550	SRR7761327_1_kneaddata_paired.out	 47.59	9159627
ISOLATES-550	SRR7761328_1_kneaddata_paired.out	 47.26	9167427
ISOLATES-550	SRR7761329_1_kneaddata_paired.out	 45.79	6519023
ISOLATES-550	SRR7761330_1_kneaddata_paired.out	 50.54	9379183
ISOLATES-550	SRR7761331_1_kneaddata_paired.out	 50.20	7194873
ISOLATES-550	SRR7761332_1_kneaddata_paired.out	 39.39	5252237
ISOLATES-550	SRR7761333_1_kneaddata_paired.out	 50.87	8277155
ISOLATES-550	SRR7761334_1_kneaddata_paired.out	 67.42	4693082
ISOLATES-550	SRR7761335_1_kneaddata_paired.out	 43.66	6294399
ISOLATES-550	SRR7762551_1_kneaddata_paired.out	 45.79	6519005
ISOLATES-550	SRR7762552_1_kneaddata_paired.out	 48.05	10038129
ISOLATES-550	SRR7762553_1_kneaddata_paired.out	 50.20	7194888
ISOLATES-550	SRR7762554_1_kneaddata_paired.out	 45.98	3890014
ISOLATES-550	SRR7762555_1_kneaddata_paired.out	 47.59	9159490
ISOLATES-550	SRR7762556_1_kneaddata_paired.out	 50.54	9379188
ISOLATES-550	SRR7762557_1_kneaddata_paired.out	 39.39	5252296
ISOLATES-550	SRR7762558_1_kneaddata_paired.out	 42.53	9033081
ISOLATES-550	SRR7762559_1_kneaddata_paired.out	 50.87	8277197
ISOLATES-550	SRR7762560_1_kneaddata_paired.out	 49.64	7064285
ISOLATES-550	SRR7762561_1_kneaddata_paired.out	 48.18	4989512
ISOLATES-550	SRR7762562_1_kneaddata_paired.out	 47.26	9167492
ISOLATES-550	SRR7762563_1_kneaddata_paired.out	 67.42	4693210
ISOLATES-550	SRR7762564_1_kneaddata_paired.out	 43.11	7991591
ISOLATES-550	SRR7762565_1_kneaddata_paired.out	 43.66	6294465
ISOLATES-550	SRR7762566_1_kneaddata_paired.out	 50.88	5629274
ISOLATES-550	SRR7981748_1_kneaddata_paired.out	 46.48	6832772
ISOLATES-550	SRR7981749_1_kneaddata_paired.out	 41.32	6608264
ISOLATES-550	SRR7981750_1_kneaddata_paired.out	 35.31	5348446
ISOLATES-550	SRR7981751_1_kneaddata_paired.out	 43.21	7787952
ISOLATES-550	SRR7981752_1_kneaddata_paired.out	 46.04	9093300
ISOLATES-550	SRR7981753_1_kneaddata_paired.out	 43.83	7506699
