31664_4#112	s__Bacillus licheniformis	species__Bacillus licheniformis	species	Bacillus licheniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis
GCA_004794105	s__Clostridium sartagoforme_B	species__Clostridium sartagoforme_B	species	Clostridium sartagoforme_B	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sartagoforme_B
GCA_004793785	s__Clostridium_P perfringens	species__Clostridium_P perfringens	species	Clostridium_P perfringens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens
GCA_009917645	g__Bacillus_AK	genus__Bacillus_AK	genus	Bacillus_AK	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_AK;s__
24141_1#42	g__UBA3282	genus__UBA3282	genus	UBA3282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__
24141_1#53	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GCA_009911195	g__Kineothrix	genus__Kineothrix	genus	Kineothrix	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__
24141_1#41	g__1XD8-76	genus__1XD8-76	genus	1XD8-76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__
21999_2#46	g__1XD8-76	genus__1XD8-76	genus	1XD8-76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__
GCA_009917485	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_009917455	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GCA_009911035	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
31664_4#19	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
21999_2#79	g__UBA2882	genus__UBA2882	genus	UBA2882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__
24141_1#51	g__Eubacterium_G	genus__Eubacterium_G	genus	Eubacterium_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__
GCA_009911265	g__Senegalia	genus__Senegalia	genus	Senegalia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__SIT17;g__Senegalia;s__
ERR1212028	g__Clostridium	genus__Clostridium	genus	Clostridium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
PRJEB9443.ERR899280.27	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15095.ERR1562575.4	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15095.ERR1562589.4	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15095.ERR1562586.7	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB36943.ERR3957875.24	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15341.ERR1614725.5	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15095.ERR1562569.2	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB31298.ERR3199599.31	s__UBA3282 sp003611805	species__UBA3282 sp003611805	species	UBA3282 sp003611805	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
PRJEB15095.ERR1562588.4	s__UBA3282 sp003612405	species__UBA3282 sp003612405	species	UBA3282 sp003612405	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003612405
PRJEB31298.ERR3199673.35	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB31298.ERR3199685.40	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB31298.ERR3199549.18	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB31298.ERR3199540.26	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB15095.ERR1562590.4	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB31298.ERR3199656.31	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059934.10	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059938.11	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059939.23	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059940.14	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059932.4	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059950.21	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB17697.ERR1725805.10	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982839.3	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982844.4	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982813.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982841.15	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982821.28	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957831.9	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982807.20	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957849.11	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982840.15	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957875.12	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB22007.ERR2059951.33	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982804.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982843.14	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982833.10	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982847.9	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982829.9	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957857.18	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957919.6	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982818.5	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957911.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957833.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957835.21	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957859.6	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957881.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957883.19	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957891.25	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957895.12	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957896.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957899.13	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957901.10	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957869.1	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957861.16	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957909.2	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957837.3	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB10308.ERR982848.3	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB21357.ERR2011067.7	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957847.13	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957841.22	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB21357.ERR2011068.1	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957903.13	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957845.2	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957889.4	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957851.13	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957887.14	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957913.11	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957917.3	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957855.10	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957905.4	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957867.34	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957915.17	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
PRJEB36943.ERR3957853.5	s__Kineothrix sp000403275	species__Kineothrix sp000403275	species	Kineothrix sp000403275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275
