Sample	Species	Taxonomy_ID	Taxonomy_level	Kraken_initial	Added_reads	Species_read_count	Species_read_fraction
ERR2560674_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
ERR2560675_1_kneaddata_paired	Bacteroidota	4587	P	2532795	4942	2537737	0.46641
ERR2560675_1_kneaddata_paired	Firmicutes	12188	P	1749736	18020	1767756	0.32489
ERR2560675_1_kneaddata_paired	Firmicutes_A	14608	P	708964	6166	715130	0.13143
ERR2560675_1_kneaddata_paired	Verrucomicrobiota	33333	P	239209	20438	259647	0.04772
ERR2560675_1_kneaddata_paired	Actinobacteriota	615	P	137934	237	138171	0.02539
ERR2560675_1_kneaddata_paired	Desulfobacterota_A	11509	P	18364	22	18386	0.00338
ERR2560675_1_kneaddata_paired	Proteobacteria	22518	P	1446	7	1453	0.00027
ERR2560675_1_kneaddata_paired	Cyanobacteria	9876	P	1284	4	1288	0.00024
ERR2560675_1_kneaddata_paired	Campylobacterota	8700	P	997	2	999	0.00018
ERR2560675_1_kneaddata_paired	Spirochaetota	32587	P	292	0	292	0.00005
ERR2560675_1_kneaddata_paired	Firmicutes_B	17289	P	73	4	77	0.00001
ERR2560675_1_kneaddata_paired	Firmicutes_I	18140	P	33	0	33	0.00001
ERR2560675_1_kneaddata_paired	Deferribacterota	10822	P	16	0	16	0.00000
ERR2560675_1_kneaddata_paired	Firmicutes_C	17613	P	13	0	13	0.00000
ERR2560675_1_kneaddata_paired	Elusimicrobiota	11888	P	9	0	9	0.00000
ERR2560676_1_kneaddata_paired	Bacteroidota	4587	P	2780040	5524	2785564	0.46620
ERR2560676_1_kneaddata_paired	Firmicutes	12188	P	1926671	20329	1947000	0.32585
ERR2560676_1_kneaddata_paired	Firmicutes_A	14608	P	778103	6938	785041	0.13139
ERR2560676_1_kneaddata_paired	Verrucomicrobiota	33333	P	259639	22705	282344	0.04725
ERR2560676_1_kneaddata_paired	Actinobacteriota	615	P	150072	269	150341	0.02516
ERR2560676_1_kneaddata_paired	Desulfobacterota_A	11509	P	20092	19	20111	0.00337
ERR2560676_1_kneaddata_paired	Proteobacteria	22518	P	1569	7	1576	0.00026
ERR2560676_1_kneaddata_paired	Cyanobacteria	9876	P	1537	6	1543	0.00026
ERR2560676_1_kneaddata_paired	Campylobacterota	8700	P	1035	2	1037	0.00017
ERR2560676_1_kneaddata_paired	Spirochaetota	32587	P	338	0	338	0.00006
ERR2560676_1_kneaddata_paired	Firmicutes_B	17289	P	73	4	77	0.00001
ERR2560676_1_kneaddata_paired	Firmicutes_I	18140	P	42	0	42	0.00001
ERR2560676_1_kneaddata_paired	Firmicutes_C	17613	P	20	0	20	0.00000
ERR2560676_1_kneaddata_paired	Deferribacterota	10822	P	19	0	19	0.00000
ERR2560676_1_kneaddata_paired	Elusimicrobiota	11888	P	8	0	8	0.00000
ERR2560676_1_kneaddata_paired	Thermotogota	33086	P	4	0	4	0.00000
ERR2560677_1_kneaddata_paired	Bacteroidota	4587	P	2732544	5472	2738016	0.46854
ERR2560677_1_kneaddata_paired	Firmicutes	12188	P	1862043	19877	1881920	0.32204
ERR2560677_1_kneaddata_paired	Firmicutes_A	14608	P	769533	6902	776435	0.13287
ERR2560677_1_kneaddata_paired	Verrucomicrobiota	33333	P	252880	22393	275273	0.04711
ERR2560677_1_kneaddata_paired	Actinobacteriota	615	P	148033	266	148299	0.02538
ERR2560677_1_kneaddata_paired	Desulfobacterota_A	11509	P	19209	17	19226	0.00329
ERR2560677_1_kneaddata_paired	Proteobacteria	22518	P	1627	8	1635	0.00028
ERR2560677_1_kneaddata_paired	Cyanobacteria	9876	P	1482	5	1487	0.00025
ERR2560677_1_kneaddata_paired	Campylobacterota	8700	P	1027	2	1029	0.00018
ERR2560677_1_kneaddata_paired	Spirochaetota	32587	P	298	0	298	0.00005
ERR2560677_1_kneaddata_paired	Firmicutes_B	17289	P	74	4	78	0.00001
ERR2560677_1_kneaddata_paired	Firmicutes_I	18140	P	32	0	32	0.00001
ERR2560677_1_kneaddata_paired	Firmicutes_C	17613	P	22	0	22	0.00000
ERR2560677_1_kneaddata_paired	Deferribacterota	10822	P	15	0	15	0.00000
ERR2560677_1_kneaddata_paired	Elusimicrobiota	11888	P	5	0	5	0.00000
ERR2560677_1_kneaddata_paired	Thermotogota	33086	P	1	0	1	0.00000
ERR2560678_1_kneaddata_paired	Verrucomicrobiota	33333	P	3962465	56597	4019062	0.65393
ERR2560678_1_kneaddata_paired	Firmicutes	12188	P	1065792	1798	1067590	0.17370
ERR2560678_1_kneaddata_paired	Firmicutes_A	14608	P	1008396	2548	1010944	0.16449
ERR2560678_1_kneaddata_paired	Bacteroidota	4587	P	40087	61	40148	0.00653
ERR2560678_1_kneaddata_paired	Actinobacteriota	615	P	3107	1	3108	0.00051
ERR2560678_1_kneaddata_paired	Proteobacteria	22518	P	1636	1	1637	0.00027
ERR2560678_1_kneaddata_paired	Cyanobacteria	9876	P	1416	0	1416	0.00023
ERR2560678_1_kneaddata_paired	Desulfobacterota_A	11509	P	659	0	659	0.00011
ERR2560678_1_kneaddata_paired	Campylobacterota	8700	P	594	0	594	0.00010
ERR2560678_1_kneaddata_paired	Spirochaetota	32587	P	454	0	454	0.00007
ERR2560678_1_kneaddata_paired	Firmicutes_B	17289	P	407	3	410	0.00007
ERR2560678_1_kneaddata_paired	Thermotogota	33086	P	9	0	9	0.00000
ERR2560678_1_kneaddata_paired	Firmicutes_I	18140	P	8	0	8	0.00000
ERR2560679_1_kneaddata_paired	Verrucomicrobiota	33333	P	4275560	61880	4337440	0.64834
ERR2560679_1_kneaddata_paired	Firmicutes	12188	P	1182329	2022	1184351	0.17703
ERR2560679_1_kneaddata_paired	Firmicutes_A	14608	P	1112508	2854	1115362	0.16672
ERR2560679_1_kneaddata_paired	Bacteroidota	4587	P	43563	69	43632	0.00652
ERR2560679_1_kneaddata_paired	Actinobacteriota	615	P	3402	1	3403	0.00051
ERR2560679_1_kneaddata_paired	Proteobacteria	22518	P	1919	1	1920	0.00029
ERR2560679_1_kneaddata_paired	Cyanobacteria	9876	P	1511	0	1511	0.00023
ERR2560679_1_kneaddata_paired	Desulfobacterota_A	11509	P	723	0	723	0.00011
ERR2560679_1_kneaddata_paired	Campylobacterota	8700	P	721	0	721	0.00011
ERR2560679_1_kneaddata_paired	Spirochaetota	32587	P	493	0	493	0.00007
ERR2560679_1_kneaddata_paired	Firmicutes_B	17289	P	445	4	449	0.00007
ERR2560679_1_kneaddata_paired	Thermotogota	33086	P	13	0	13	0.00000
ERR2560679_1_kneaddata_paired	Firmicutes_I	18140	P	9	0	9	0.00000
ERR2560680_1_kneaddata_paired	Verrucomicrobiota	33333	P	4138358	62108	4200466	0.64442
ERR2560680_1_kneaddata_paired	Firmicutes	12188	P	1152748	2043	1154791	0.17716
ERR2560680_1_kneaddata_paired	Firmicutes_A	14608	P	1107917	2947	1110864	0.17042
ERR2560680_1_kneaddata_paired	Bacteroidota	4587	P	42598	69	42667	0.00655
ERR2560680_1_kneaddata_paired	Actinobacteriota	615	P	3503	1	3504	0.00054
ERR2560680_1_kneaddata_paired	Proteobacteria	22518	P	1923	1	1924	0.00030
ERR2560680_1_kneaddata_paired	Cyanobacteria	9876	P	1639	0	1639	0.00025
ERR2560680_1_kneaddata_paired	Desulfobacterota_A	11509	P	751	0	751	0.00012
ERR2560680_1_kneaddata_paired	Campylobacterota	8700	P	598	0	598	0.00009
ERR2560680_1_kneaddata_paired	Spirochaetota	32587	P	524	0	524	0.00008
ERR2560680_1_kneaddata_paired	Firmicutes_B	17289	P	458	4	462	0.00007
ERR2560680_1_kneaddata_paired	Firmicutes_I	18140	P	12	0	12	0.00000
ERR2560680_1_kneaddata_paired	Thermotogota	33086	P	10	0	10	0.00000
ERR2560681_1_kneaddata_paired	Verrucomicrobiota	33333	P	2748493	27603	2776096	0.60187
ERR2560681_1_kneaddata_paired	Firmicutes_A	14608	P	1357350	1841	1359191	0.29468
ERR2560681_1_kneaddata_paired	Firmicutes	12188	P	404403	737	405140	0.08784
ERR2560681_1_kneaddata_paired	Bacteroidota	4587	P	66922	35	66957	0.01452
ERR2560681_1_kneaddata_paired	Actinobacteriota	615	P	2059	0	2059	0.00045
ERR2560681_1_kneaddata_paired	Proteobacteria	22518	P	1128	1	1129	0.00024
ERR2560681_1_kneaddata_paired	Cyanobacteria	9876	P	827	0	827	0.00018
ERR2560681_1_kneaddata_paired	Desulfobacterota_A	11509	P	314	0	314	0.00007
ERR2560681_1_kneaddata_paired	Spirochaetota	32587	P	306	0	306	0.00007
ERR2560681_1_kneaddata_paired	Firmicutes_B	17289	P	209	1	210	0.00005
ERR2560681_1_kneaddata_paired	Campylobacterota	8700	P	178	0	178	0.00004
ERR2560681_1_kneaddata_paired	Thermotogota	33086	P	11	0	11	0.00000
ERR2560681_1_kneaddata_paired	Firmicutes_I	18140	P	7	0	7	0.00000
ERR2560681_1_kneaddata_paired	Firmicutes_C	17613	P	1	0	1	0.00000
ERR2560682_1_kneaddata_paired	Verrucomicrobiota	33333	P	3060814	31342	3092156	0.59978
ERR2560682_1_kneaddata_paired	Firmicutes_A	14608	P	1524072	2109	1526181	0.29603
ERR2560682_1_kneaddata_paired	Firmicutes	12188	P	456015	850	456865	0.08862
ERR2560682_1_kneaddata_paired	Bacteroidota	4587	P	74563	40	74603	0.01447
ERR2560682_1_kneaddata_paired	Actinobacteriota	615	P	2255	0	2255	0.00044
ERR2560682_1_kneaddata_paired	Proteobacteria	22518	P	1268	1	1269	0.00025
ERR2560682_1_kneaddata_paired	Cyanobacteria	9876	P	885	0	885	0.00017
ERR2560682_1_kneaddata_paired	Desulfobacterota_A	11509	P	405	0	405	0.00008
ERR2560682_1_kneaddata_paired	Spirochaetota	32587	P	350	0	350	0.00007
ERR2560682_1_kneaddata_paired	Firmicutes_B	17289	P	273	1	274	0.00005
ERR2560682_1_kneaddata_paired	Campylobacterota	8700	P	232	0	232	0.00005
ERR2560682_1_kneaddata_paired	Thermotogota	33086	P	15	0	15	0.00000
ERR2560682_1_kneaddata_paired	Firmicutes_I	18140	P	10	0	10	0.00000
ERR2560682_1_kneaddata_paired	Deferribacterota	10822	P	1	0	1	0.00000
ERR2560682_1_kneaddata_paired	Firmicutes_C	17613	P	1	0	1	0.00000
ERR2560683_1_kneaddata_paired	Verrucomicrobiota	33333	P	3044106	31785	3075891	0.59841
ERR2560683_1_kneaddata_paired	Firmicutes_A	14608	P	1526750	2159	1528909	0.29745
ERR2560683_1_kneaddata_paired	Firmicutes	12188	P	452523	861	453384	0.08821
ERR2560683_1_kneaddata_paired	Bacteroidota	4587	P	76044	41	76085	0.01480
ERR2560683_1_kneaddata_paired	Actinobacteriota	615	P	2374	0	2374	0.00046
ERR2560683_1_kneaddata_paired	Proteobacteria	22518	P	1285	1	1286	0.00025
ERR2560683_1_kneaddata_paired	Cyanobacteria	9876	P	914	0	914	0.00018
ERR2560683_1_kneaddata_paired	Desulfobacterota_A	11509	P	423	0	423	0.00008
ERR2560683_1_kneaddata_paired	Spirochaetota	32587	P	365	0	365	0.00007
ERR2560683_1_kneaddata_paired	Firmicutes_B	17289	P	224	1	225	0.00004
ERR2560683_1_kneaddata_paired	Campylobacterota	8700	P	206	0	206	0.00004
ERR2560683_1_kneaddata_paired	Thermotogota	33086	P	10	0	10	0.00000
ERR2560683_1_kneaddata_paired	Firmicutes_I	18140	P	5	0	5	0.00000
ERR2560684_1_kneaddata_paired	Firmicutes	12188	P	2793709	50823	2844532	0.46647
ERR2560684_1_kneaddata_paired	Bacteroidota	4587	P	2703413	13250	2716663	0.44550
ERR2560684_1_kneaddata_paired	Firmicutes_A	14608	P	293366	5847	299213	0.04907
ERR2560684_1_kneaddata_paired	Actinobacteriota	615	P	143148	520	143668	0.02356
ERR2560684_1_kneaddata_paired	Verrucomicrobiota	33333	P	56237	7720	63957	0.01049
ERR2560684_1_kneaddata_paired	Desulfobacterota_A	11509	P	23517	49	23566	0.00386
ERR2560684_1_kneaddata_paired	Cyanobacteria	9876	P	2507	52	2559	0.00042
ERR2560684_1_kneaddata_paired	Proteobacteria	22518	P	2007	11	2018	0.00033
ERR2560684_1_kneaddata_paired	Campylobacterota	8700	P	826	3	829	0.00014
ERR2560684_1_kneaddata_paired	Spirochaetota	32587	P	675	1	676	0.00011
ERR2560684_1_kneaddata_paired	Firmicutes_B	17289	P	136	12	148	0.00002
ERR2560684_1_kneaddata_paired	Thermotogota	33086	P	64	0	64	0.00001
ERR2560684_1_kneaddata_paired	Firmicutes_I	18140	P	54	0	54	0.00001
ERR2560684_1_kneaddata_paired	Deferribacterota	10822	P	25	0	25	0.00000
ERR2560684_1_kneaddata_paired	Firmicutes_C	17613	P	3	0	3	0.00000
ERR2560684_1_kneaddata_paired	Elusimicrobiota	11888	P	2	0	2	0.00000
ERR2560685_1_kneaddata_paired	Firmicutes	12188	P	3071462	56784	3128246	0.46796
ERR2560685_1_kneaddata_paired	Bacteroidota	4587	P	2957539	14803	2972342	0.44464
ERR2560685_1_kneaddata_paired	Firmicutes_A	14608	P	321498	6431	327929	0.04906
ERR2560685_1_kneaddata_paired	Actinobacteriota	615	P	155048	581	155629	0.02328
ERR2560685_1_kneaddata_paired	Verrucomicrobiota	33333	P	60146	8378	68524	0.01025
ERR2560685_1_kneaddata_paired	Desulfobacterota_A	11509	P	25056	51	25107	0.00376
ERR2560685_1_kneaddata_paired	Cyanobacteria	9876	P	2883	56	2939	0.00044
ERR2560685_1_kneaddata_paired	Proteobacteria	22518	P	2092	13	2105	0.00031
ERR2560685_1_kneaddata_paired	Campylobacterota	8700	P	916	3	919	0.00014
ERR2560685_1_kneaddata_paired	Spirochaetota	32587	P	818	1	819	0.00012
ERR2560685_1_kneaddata_paired	Firmicutes_B	17289	P	165	14	179	0.00003
ERR2560685_1_kneaddata_paired	Thermotogota	33086	P	57	0	57	0.00001
ERR2560685_1_kneaddata_paired	Firmicutes_I	18140	P	40	0	40	0.00001
ERR2560685_1_kneaddata_paired	Deferribacterota	10822	P	26	0	26	0.00000
ERR2560685_1_kneaddata_paired	Firmicutes_C	17613	P	3	0	3	0.00000
ERR2560685_1_kneaddata_paired	Elusimicrobiota	11888	P	2	0	2	0.00000
ERR2560686_1_kneaddata_paired	Firmicutes	12188	P	2965438	56523	3021961	0.46220
ERR2560686_1_kneaddata_paired	Bacteroidota	4587	P	2926521	14995	2941516	0.44990
ERR2560686_1_kneaddata_paired	Firmicutes_A	14608	P	316291	6498	322789	0.04937
ERR2560686_1_kneaddata_paired	Actinobacteriota	615	P	152378	586	152964	0.02340
ERR2560686_1_kneaddata_paired	Verrucomicrobiota	33333	P	58756	8437	67193	0.01028
ERR2560686_1_kneaddata_paired	Desulfobacterota_A	11509	P	24445	56	24501	0.00375
ERR2560686_1_kneaddata_paired	Cyanobacteria	9876	P	2919	58	2977	0.00046
ERR2560686_1_kneaddata_paired	Proteobacteria	22518	P	2200	13	2213	0.00034
ERR2560686_1_kneaddata_paired	Campylobacterota	8700	P	905	3	908	0.00014
ERR2560686_1_kneaddata_paired	Spirochaetota	32587	P	825	1	826	0.00013
ERR2560686_1_kneaddata_paired	Firmicutes_B	17289	P	148	13	161	0.00002
ERR2560686_1_kneaddata_paired	Firmicutes_I	18140	P	50	0	50	0.00001
ERR2560686_1_kneaddata_paired	Thermotogota	33086	P	48	0	48	0.00001
ERR2560686_1_kneaddata_paired	Deferribacterota	10822	P	22	0	22	0.00000
ERR2560686_1_kneaddata_paired	Elusimicrobiota	11888	P	11	0	11	0.00000
ERR2560686_1_kneaddata_paired	Firmicutes_C	17613	P	6	0	6	0.00000
ERR2560687_1_kneaddata_paired	Firmicutes	12188	P	2497260	13783	2511043	0.46351
ERR2560687_1_kneaddata_paired	Verrucomicrobiota	33333	P	1071622	37267	1108889	0.20469
ERR2560687_1_kneaddata_paired	Firmicutes_A	14608	P	874210	3406	877616	0.16200
ERR2560687_1_kneaddata_paired	Bacteroidota	4587	P	461187	505	461692	0.08522
ERR2560687_1_kneaddata_paired	Actinobacteriota	615	P	385075	1113	386188	0.07129
ERR2560687_1_kneaddata_paired	Desulfobacterota_A	11509	P	64568	25	64593	0.01192
ERR2560687_1_kneaddata_paired	Cyanobacteria	9876	P	5241	11	5252	0.00097
ERR2560687_1_kneaddata_paired	Proteobacteria	22518	P	1192	2	1194	0.00022
ERR2560687_1_kneaddata_paired	Campylobacterota	8700	P	452	0	452	0.00008
ERR2560687_1_kneaddata_paired	Spirochaetota	32587	P	355	0	355	0.00007
ERR2560687_1_kneaddata_paired	Firmicutes_B	17289	P	132	2	134	0.00002
ERR2560687_1_kneaddata_paired	Firmicutes_I	18140	P	46	0	46	0.00001
ERR2560687_1_kneaddata_paired	Elusimicrobiota	11888	P	24	0	24	0.00000
ERR2560687_1_kneaddata_paired	Deferribacterota	10822	P	11	0	11	0.00000
ERR2560687_1_kneaddata_paired	Thermotogota	33086	P	7	0	7	0.00000
ERR2560687_1_kneaddata_paired	Firmicutes_C	17613	P	3	0	3	0.00000
ERR2560688_1_kneaddata_paired	Firmicutes	12188	P	2739296	15339	2754635	0.46566
ERR2560688_1_kneaddata_paired	Verrucomicrobiota	33333	P	1158545	40844	1199389	0.20275
ERR2560688_1_kneaddata_paired	Firmicutes_A	14608	P	956394	3782	960176	0.16231
ERR2560688_1_kneaddata_paired	Bacteroidota	4587	P	504498	566	505064	0.08538
ERR2560688_1_kneaddata_paired	Actinobacteriota	615	P	415881	1221	417102	0.07051
ERR2560688_1_kneaddata_paired	Desulfobacterota_A	11509	P	70764	28	70792	0.01197
ERR2560688_1_kneaddata_paired	Cyanobacteria	9876	P	6069	13	6082	0.00103
ERR2560688_1_kneaddata_paired	Proteobacteria	22518	P	1193	2	1195	0.00020
ERR2560688_1_kneaddata_paired	Campylobacterota	8700	P	461	0	461	0.00008
ERR2560688_1_kneaddata_paired	Spirochaetota	32587	P	438	0	438	0.00007
ERR2560688_1_kneaddata_paired	Firmicutes_B	17289	P	175	4	179	0.00003
ERR2560688_1_kneaddata_paired	Firmicutes_I	18140	P	38	0	38	0.00001
ERR2560688_1_kneaddata_paired	Elusimicrobiota	11888	P	24	0	24	0.00000
ERR2560688_1_kneaddata_paired	Deferribacterota	10822	P	16	0	16	0.00000
ERR2560688_1_kneaddata_paired	Firmicutes_C	17613	P	7	0	7	0.00000
ERR2560688_1_kneaddata_paired	Thermotogota	33086	P	4	0	4	0.00000
ERR2560689_1_kneaddata_paired	Firmicutes	12188	P	2645153	15194	2660347	0.46177
ERR2560689_1_kneaddata_paired	Verrucomicrobiota	33333	P	1123098	40632	1163730	0.20200
ERR2560689_1_kneaddata_paired	Firmicutes_A	14608	P	947125	3831	950956	0.16506
ERR2560689_1_kneaddata_paired	Bacteroidota	4587	P	497539	563	498102	0.08646
ERR2560689_1_kneaddata_paired	Actinobacteriota	615	P	410555	1250	411805	0.07148
ERR2560689_1_kneaddata_paired	Desulfobacterota_A	11509	P	68284	29	68313	0.01186
ERR2560689_1_kneaddata_paired	Cyanobacteria	9876	P	5600	12	5612	0.00097
ERR2560689_1_kneaddata_paired	Proteobacteria	22518	P	1238	3	1241	0.00022
ERR2560689_1_kneaddata_paired	Campylobacterota	8700	P	444	0	444	0.00008
ERR2560689_1_kneaddata_paired	Spirochaetota	32587	P	375	0	375	0.00007
ERR2560689_1_kneaddata_paired	Firmicutes_B	17289	P	137	3	140	0.00002
ERR2560689_1_kneaddata_paired	Firmicutes_I	18140	P	36	0	36	0.00001
ERR2560689_1_kneaddata_paired	Elusimicrobiota	11888	P	15	0	15	0.00000
ERR2560689_1_kneaddata_paired	Deferribacterota	10822	P	8	0	8	0.00000
ERR2560689_1_kneaddata_paired	Thermotogota	33086	P	7	0	7	0.00000
ERR2560689_1_kneaddata_paired	Firmicutes_C	17613	P	3	0	3	0.00000
ERR3199521_1_kneaddata_paired	Bacteroidota	4587	P	19972020	83446	20055466	0.72557
ERR3199521_1_kneaddata_paired	Firmicutes_A	14608	P	4294545	56614	4351159	0.15742
ERR3199521_1_kneaddata_paired	Verrucomicrobiota	33333	P	920697	10278	930975	0.03368
ERR3199521_1_kneaddata_paired	Firmicutes	12188	P	698719	8607	707326	0.02559
ERR3199521_1_kneaddata_paired	Actinobacteriota	615	P	411478	812	412290	0.01492
ERR3199521_1_kneaddata_paired	Proteobacteria	22518	P	357720	6928	364648	0.01319
ERR3199521_1_kneaddata_paired	Spirochaetota	32587	P	211937	142	212079	0.00767
ERR3199521_1_kneaddata_paired	Desulfobacterota_A	11509	P	162755	2091	164846	0.00596
ERR3199521_1_kneaddata_paired	Campylobacterota	8700	P	154579	31	154610	0.00559
ERR3199521_1_kneaddata_paired	Cyanobacteria	9876	P	108071	8151	116222	0.00420
ERR3199521_1_kneaddata_paired	Elusimicrobiota	11888	P	103390	0	103390	0.00374
ERR3199521_1_kneaddata_paired	Deferribacterota	10822	P	66593	317	66910	0.00242
ERR3199521_1_kneaddata_paired	Firmicutes_B	17289	P	595	27	622	0.00002
ERR3199521_1_kneaddata_paired	Firmicutes_I	18140	P	257	0	257	0.00001
ERR3199521_1_kneaddata_paired	Firmicutes_C	17613	P	97	0	97	0.00000
ERR3199521_1_kneaddata_paired	Thermotogota	33086	P	14	0	14	0.00000
ERR3199522_1_kneaddata_paired	Bacteroidota	4587	P	20859766	84693	20944459	0.68109
ERR3199522_1_kneaddata_paired	Firmicutes_A	14608	P	5417168	57880	5475048	0.17804
ERR3199522_1_kneaddata_paired	Firmicutes	12188	P	1068228	10948	1079176	0.03509
ERR3199522_1_kneaddata_paired	Verrucomicrobiota	33333	P	1020920	8889	1029809	0.03349
ERR3199522_1_kneaddata_paired	Proteobacteria	22518	P	595883	3548	599431	0.01949
ERR3199522_1_kneaddata_paired	Spirochaetota	32587	P	461516	237	461753	0.01502
ERR3199522_1_kneaddata_paired	Actinobacteriota	615	P	445808	840	446648	0.01452
ERR3199522_1_kneaddata_paired	Cyanobacteria	9876	P	358970	23372	382342	0.01243
ERR3199522_1_kneaddata_paired	Campylobacterota	8700	P	140045	2	140047	0.00455
ERR3199522_1_kneaddata_paired	Desulfobacterota_A	11509	P	92080	956	93036	0.00303
ERR3199522_1_kneaddata_paired	Elusimicrobiota	11888	P	65185	0	65185	0.00212
ERR3199522_1_kneaddata_paired	Deferribacterota	10822	P	32754	119	32873	0.00107
ERR3199522_1_kneaddata_paired	Firmicutes_B	17289	P	733	25	758	0.00002
ERR3199522_1_kneaddata_paired	Firmicutes_I	18140	P	520	0	520	0.00002
ERR3199522_1_kneaddata_paired	Firmicutes_C	17613	P	145	0	145	0.00000
ERR3199522_1_kneaddata_paired	Thermotogota	33086	P	23	0	23	0.00000
ERR3199523_1_kneaddata_paired	Bacteroidota	4587	P	17951170	70446	18021616	0.64498
ERR3199523_1_kneaddata_paired	Firmicutes_A	14608	P	5588224	46820	5635044	0.20167
ERR3199523_1_kneaddata_paired	Verrucomicrobiota	33333	P	2015972	23509	2039481	0.07299
ERR3199523_1_kneaddata_paired	Firmicutes	12188	P	869495	11654	881149	0.03154
ERR3199523_1_kneaddata_paired	Actinobacteriota	615	P	862600	1456	864056	0.03092
ERR3199523_1_kneaddata_paired	Proteobacteria	22518	P	185266	388	185654	0.00664
ERR3199523_1_kneaddata_paired	Spirochaetota	32587	P	85833	61	85894	0.00307
ERR3199523_1_kneaddata_paired	Cyanobacteria	9876	P	78456	6624	85080	0.00304
ERR3199523_1_kneaddata_paired	Desulfobacterota_A	11509	P	69347	1205	70552	0.00253
ERR3199523_1_kneaddata_paired	Campylobacterota	8700	P	46715	3	46718	0.00167
ERR3199523_1_kneaddata_paired	Deferribacterota	10822	P	13876	69	13945	0.00050
ERR3199523_1_kneaddata_paired	Elusimicrobiota	11888	P	11337	0	11337	0.00041
ERR3199523_1_kneaddata_paired	Firmicutes_B	17289	P	404	19	423	0.00002
ERR3199523_1_kneaddata_paired	Firmicutes_I	18140	P	339	0	339	0.00001
ERR3199523_1_kneaddata_paired	Firmicutes_C	17613	P	80	0	80	0.00000
ERR3199523_1_kneaddata_paired	Thermotogota	33086	P	14	0	14	0.00000
ERR3199524_1_kneaddata_paired	Bacteroidota	4587	P	1731443	10105	1741548	0.38491
ERR3199524_1_kneaddata_paired	Verrucomicrobiota	33333	P	1570768	8391	1579159	0.34902
ERR3199524_1_kneaddata_paired	Firmicutes_A	14608	P	634461	2700	637161	0.14082
ERR3199524_1_kneaddata_paired	Proteobacteria	22518	P	318878	289	319167	0.07054
ERR3199524_1_kneaddata_paired	Firmicutes	12188	P	142615	393	143008	0.03161
ERR3199524_1_kneaddata_paired	Deferribacterota	10822	P	22584	51	22635	0.00500
ERR3199524_1_kneaddata_paired	Desulfobacterota_A	11509	P	21369	107	21476	0.00475
ERR3199524_1_kneaddata_paired	Actinobacteriota	615	P	20446	75	20521	0.00454
ERR3199524_1_kneaddata_paired	Campylobacterota	8700	P	17791	0	17791	0.00393
ERR3199524_1_kneaddata_paired	Cyanobacteria	9876	P	13240	284	13524	0.00299
ERR3199524_1_kneaddata_paired	Elusimicrobiota	11888	P	5160	0	5160	0.00114
ERR3199524_1_kneaddata_paired	Spirochaetota	32587	P	3206	1	3207	0.00071
ERR3199524_1_kneaddata_paired	Firmicutes_B	17289	P	106	2	108	0.00002
ERR3199524_1_kneaddata_paired	Firmicutes_I	18140	P	31	0	31	0.00001
ERR3199524_1_kneaddata_paired	Firmicutes_C	17613	P	10	0	10	0.00000
ERR3199524_1_kneaddata_paired	Thermotogota	33086	P	3	0	3	0.00000
ERR3199525_1_kneaddata_paired	Bacteroidota	4587	P	14899470	69796	14969266	0.53937
ERR3199525_1_kneaddata_paired	Firmicutes_A	14608	P	8811107	34858	8845965	0.31874
ERR3199525_1_kneaddata_paired	Firmicutes	12188	P	1993530	20344	2013874	0.07256
ERR3199525_1_kneaddata_paired	Verrucomicrobiota	33333	P	733206	5511	738717	0.02662
ERR3199525_1_kneaddata_paired	Actinobacteriota	615	P	383465	429	383894	0.01383
ERR3199525_1_kneaddata_paired	Desulfobacterota_A	11509	P	265235	2281	267516	0.00964
ERR3199525_1_kneaddata_paired	Proteobacteria	22518	P	181195	1544	182739	0.00658
ERR3199525_1_kneaddata_paired	Cyanobacteria	9876	P	122224	6745	128969	0.00465
ERR3199525_1_kneaddata_paired	Elusimicrobiota	11888	P	117198	0	117198	0.00422
ERR3199525_1_kneaddata_paired	Campylobacterota	8700	P	73991	6	73997	0.00267
ERR3199525_1_kneaddata_paired	Deferribacterota	10822	P	27078	86	27164	0.00098
ERR3199525_1_kneaddata_paired	Spirochaetota	32587	P	2464	2	2466	0.00009
ERR3199525_1_kneaddata_paired	Firmicutes_B	17289	P	921	28	949	0.00003
ERR3199525_1_kneaddata_paired	Firmicutes_I	18140	P	350	0	350	0.00001
ERR3199525_1_kneaddata_paired	Firmicutes_C	17613	P	229	0	229	0.00001
ERR3199525_1_kneaddata_paired	Thermotogota	33086	P	20	0	20	0.00000
ERR3199526_1_kneaddata_paired	Bacteroidota	4587	P	14916896	59195	14976091	0.53908
ERR3199526_1_kneaddata_paired	Firmicutes_A	14608	P	9398329	39505	9437834	0.33973
ERR3199526_1_kneaddata_paired	Verrucomicrobiota	33333	P	995338	8949	1004287	0.03615
ERR3199526_1_kneaddata_paired	Firmicutes	12188	P	671423	4176	675599	0.02432
ERR3199526_1_kneaddata_paired	Cyanobacteria	9876	P	467597	33973	501570	0.01805
ERR3199526_1_kneaddata_paired	Desulfobacterota_A	11509	P	298513	3045	301558	0.01085
ERR3199526_1_kneaddata_paired	Proteobacteria	22518	P	270560	2368	272928	0.00982
ERR3199526_1_kneaddata_paired	Campylobacterota	8700	P	241695	36	241731	0.00870
