Sample	Species	Taxonomy_ID	Taxonomy_level	Kraken_initial	Added_reads	Species_read_count	Species_read_fraction
SRR7533637_1_kneaddata_paired	Actinobacteriota	615	P	197323	619	197942	0.01197
SRR7533637_1_kneaddata_paired	Desulfobacterota_A	11509	P	59315	179	59494	0.00360
SRR7533637_1_kneaddata_paired	Campylobacterota	8700	P	31437	20	31457	0.00190
SRR7533637_1_kneaddata_paired	Firmicutes_C	17613	P	30298	67	30365	0.00184
SRR7533637_1_kneaddata_paired	Cyanobacteria	9876	P	8254	154	8408	0.00051
SRR7533637_1_kneaddata_paired	Deferribacterota	10822	P	1480	0	1480	0.00009
SRR7533637_1_kneaddata_paired	Verrucomicrobiota	33333	P	763	16	779	0.00005
SRR7533637_1_kneaddata_paired	Spirochaetota	32587	P	373	0	373	0.00002
SRR7533637_1_kneaddata_paired	Firmicutes_B	17289	P	234	8	242	0.00001
SRR7533637_1_kneaddata_paired	Firmicutes_I	18140	P	199	0	199	0.00001
SRR7533637_1_kneaddata_paired	Thermotogota	33086	P	113	0	113	0.00001
SRR7533637_1_kneaddata_paired	Elusimicrobiota	11888	P	18	0	18	0.00000
SRR7533638_1_kneaddata_paired	Bacteroidota	4587	P	12562512	54293	12616805	0.59720
SRR7533638_1_kneaddata_paired	Firmicutes_A	14608	P	7026034	39772	7065806	0.33445
SRR7533638_1_kneaddata_paired	Firmicutes	12188	P	474839	3638	478477	0.02265
SRR7533638_1_kneaddata_paired	Desulfobacterota_A	11509	P	349549	1667	351216	0.01662
SRR7533638_1_kneaddata_paired	Campylobacterota	8700	P	283171	5	283176	0.01340
SRR7533638_1_kneaddata_paired	Proteobacteria	22518	P	178809	272	179081	0.00848
SRR7533638_1_kneaddata_paired	Actinobacteriota	615	P	83112	203	83315	0.00394
SRR7533638_1_kneaddata_paired	Deferribacterota	10822	P	55091	7	55098	0.00261
SRR7533638_1_kneaddata_paired	Cyanobacteria	9876	P	10181	144	10325	0.00049
SRR7533638_1_kneaddata_paired	Spirochaetota	32587	P	1329	1	1330	0.00006
SRR7533638_1_kneaddata_paired	Firmicutes_B	17289	P	610	24	634	0.00003
SRR7533638_1_kneaddata_paired	Verrucomicrobiota	33333	P	559	19	578	0.00003
SRR7533638_1_kneaddata_paired	Firmicutes_C	17613	P	270	0	270	0.00001
SRR7533638_1_kneaddata_paired	Firmicutes_I	18140	P	263	0	263	0.00001
SRR7533638_1_kneaddata_paired	Thermotogota	33086	P	46	0	46	0.00000
SRR7533638_1_kneaddata_paired	Elusimicrobiota	11888	P	23	0	23	0.00000
SRR7533639_1_kneaddata_paired	Bacteroidota	4587	P	14524645	70420	14595065	0.73380
SRR7533639_1_kneaddata_paired	Firmicutes_A	14608	P	4256186	27287	4283473	0.21536
SRR7533639_1_kneaddata_paired	Campylobacterota	8700	P	290781	71	290852	0.01462
SRR7533639_1_kneaddata_paired	Proteobacteria	22518	P	283255	348	283603	0.01426
SRR7533639_1_kneaddata_paired	Firmicutes	12188	P	200015	1444	201459	0.01013
SRR7533639_1_kneaddata_paired	Actinobacteriota	615	P	143516	688	144204	0.00725
SRR7533639_1_kneaddata_paired	Desulfobacterota_A	11509	P	66189	519	66708	0.00335
SRR7533639_1_kneaddata_paired	Cyanobacteria	9876	P	11535	420	11955	0.00060
SRR7533639_1_kneaddata_paired	Deferribacterota	10822	P	9876	2	9878	0.00050
SRR7533639_1_kneaddata_paired	Firmicutes_C	17613	P	705	1	706	0.00004
SRR7533639_1_kneaddata_paired	Verrucomicrobiota	33333	P	692	12	704	0.00004
SRR7533639_1_kneaddata_paired	Firmicutes_B	17289	P	334	12	346	0.00002
SRR7533639_1_kneaddata_paired	Spirochaetota	32587	P	327	0	327	0.00002
SRR7533639_1_kneaddata_paired	Thermotogota	33086	P	151	0	151	0.00001
SRR7533639_1_kneaddata_paired	Firmicutes_I	18140	P	119	0	119	0.00001
SRR7533639_1_kneaddata_paired	Elusimicrobiota	11888	P	18	0	18	0.00000
SRR7533640_1_kneaddata_paired	Firmicutes_A	14608	P	11946317	59881	12006198	0.48407
SRR7533640_1_kneaddata_paired	Bacteroidota	4587	P	11686952	46335	11733287	0.47307
SRR7533640_1_kneaddata_paired	Campylobacterota	8700	P	436673	32	436705	0.01761
SRR7533640_1_kneaddata_paired	Firmicutes	12188	P	190974	2495	193469	0.00780
SRR7533640_1_kneaddata_paired	Desulfobacterota_A	11509	P	146208	612	146820	0.00592
SRR7533640_1_kneaddata_paired	Firmicutes_C	17613	P	103269	173	103442	0.00417
SRR7533640_1_kneaddata_paired	Actinobacteriota	615	P	77622	220	77842	0.00314
SRR7533640_1_kneaddata_paired	Deferribacterota	10822	P	50465	6	50471	0.00203
SRR7533640_1_kneaddata_paired	Proteobacteria	22518	P	42315	69	42384	0.00171
SRR7533640_1_kneaddata_paired	Cyanobacteria	9876	P	6818	159	6977	0.00028
SRR7533640_1_kneaddata_paired	Spirochaetota	32587	P	2903	2	2905	0.00012
SRR7533640_1_kneaddata_paired	Verrucomicrobiota	33333	P	1034	28	1062	0.00004
SRR7533640_1_kneaddata_paired	Firmicutes_B	17289	P	530	15	545	0.00002
SRR7533640_1_kneaddata_paired	Firmicutes_I	18140	P	225	0	225	0.00001
SRR7533640_1_kneaddata_paired	Thermotogota	33086	P	175	0	175	0.00001
SRR7533640_1_kneaddata_paired	Elusimicrobiota	11888	P	36	0	36	0.00000
SRR7533641_1_kneaddata_paired	Firmicutes_A	14608	P	18732358	142055	18874413	0.49859
SRR7533641_1_kneaddata_paired	Bacteroidota	4587	P	15782693	141990	15924683	0.42067
SRR7533641_1_kneaddata_paired	Firmicutes	12188	P	2304190	17151	2321341	0.06132
SRR7533641_1_kneaddata_paired	Desulfobacterota_A	11509	P	195623	2214	197837	0.00523
SRR7533641_1_kneaddata_paired	Actinobacteriota	615	P	193246	760	194006	0.00512
SRR7533641_1_kneaddata_paired	Campylobacterota	8700	P	155300	3	155303	0.00410
SRR7533641_1_kneaddata_paired	Proteobacteria	22518	P	122222	264	122486	0.00324
SRR7533641_1_kneaddata_paired	Deferribacterota	10822	P	51476	8	51484	0.00136
SRR7533641_1_kneaddata_paired	Cyanobacteria	9876	P	9851	385	10236	0.00027
SRR7533641_1_kneaddata_paired	Spirochaetota	32587	P	1223	3	1226	0.00003
SRR7533641_1_kneaddata_paired	Firmicutes_B	17289	P	856	36	892	0.00002
SRR7533641_1_kneaddata_paired	Verrucomicrobiota	33333	P	755	21	776	0.00002
SRR7533641_1_kneaddata_paired	Firmicutes_I	18140	P	451	0	451	0.00001
SRR7533641_1_kneaddata_paired	Firmicutes_C	17613	P	406	1	407	0.00001
SRR7533641_1_kneaddata_paired	Thermotogota	33086	P	267	0	267	0.00001
SRR7533641_1_kneaddata_paired	Elusimicrobiota	11888	P	43	0	43	0.00000
SRR7533642_1_kneaddata_paired	Bacteroidota	4587	P	27111376	120525	27231901	0.52359
SRR7533642_1_kneaddata_paired	Firmicutes_A	14608	P	18856044	102949	18958993	0.36453
SRR7533642_1_kneaddata_paired	Firmicutes	12188	P	4621916	28037	4649953	0.08941
SRR7533642_1_kneaddata_paired	Actinobacteriota	615	P	338425	785	339210	0.00652
SRR7533642_1_kneaddata_paired	Desulfobacterota_A	11509	P	305266	1747	307013	0.00590
SRR7533642_1_kneaddata_paired	Campylobacterota	8700	P	279273	5	279278	0.00537
SRR7533642_1_kneaddata_paired	Proteobacteria	22518	P	160497	312	160809	0.00309
SRR7533642_1_kneaddata_paired	Deferribacterota	10822	P	47427	5	47432	0.00091
SRR7533642_1_kneaddata_paired	Cyanobacteria	9876	P	29394	481	29875	0.00057
SRR7533642_1_kneaddata_paired	Firmicutes_B	17289	P	1532	50	1582	0.00003
SRR7533642_1_kneaddata_paired	Verrucomicrobiota	33333	P	1531	45	1576	0.00003
SRR7533642_1_kneaddata_paired	Spirochaetota	32587	P	819	1	820	0.00002
SRR7533642_1_kneaddata_paired	Firmicutes_I	18140	P	735	0	735	0.00001
SRR7533642_1_kneaddata_paired	Firmicutes_C	17613	P	432	0	432	0.00001
SRR7533642_1_kneaddata_paired	Thermotogota	33086	P	137	0	137	0.00000
SRR7533642_1_kneaddata_paired	Elusimicrobiota	11888	P	63	0	63	0.00000
SRR7533643_1_kneaddata_paired	Bacteroidota	4587	P	18479448	94240	18573688	0.74371
SRR7533643_1_kneaddata_paired	Firmicutes_A	14608	P	3653754	21260	3675014	0.14715
SRR7533643_1_kneaddata_paired	Firmicutes	12188	P	2277106	25966	2303072	0.09222
SRR7533643_1_kneaddata_paired	Proteobacteria	22518	P	199930	319	200249	0.00802
SRR7533643_1_kneaddata_paired	Actinobacteriota	615	P	120725	313	121038	0.00485
SRR7533643_1_kneaddata_paired	Campylobacterota	8700	P	34633	2	34635	0.00139
SRR7533643_1_kneaddata_paired	Cyanobacteria	9876	P	29758	560	30318	0.00121
SRR7533643_1_kneaddata_paired	Desulfobacterota_A	11509	P	25386	179	25565	0.00102
SRR7533643_1_kneaddata_paired	Deferribacterota	10822	P	8526	1	8527	0.00034
SRR7533643_1_kneaddata_paired	Verrucomicrobiota	33333	P	670	10	680	0.00003
SRR7533643_1_kneaddata_paired	Spirochaetota	32587	P	567	1	568	0.00002
SRR7533643_1_kneaddata_paired	Firmicutes_B	17289	P	510	16	526	0.00002
SRR7533643_1_kneaddata_paired	Firmicutes_C	17613	P	191	0	191	0.00001
SRR7533643_1_kneaddata_paired	Firmicutes_I	18140	P	191	0	191	0.00001
SRR7533643_1_kneaddata_paired	Thermotogota	33086	P	128	0	128	0.00001
SRR7533643_1_kneaddata_paired	Elusimicrobiota	11888	P	38	0	38	0.00000
SRR7533644_1_kneaddata_paired	Bacteroidota	4587	P	8418075	25691	8443766	0.54658
SRR7533644_1_kneaddata_paired	Firmicutes_A	14608	P	6350939	36151	6387090	0.41345
SRR7533644_1_kneaddata_paired	Firmicutes	12188	P	237869	2356	240225	0.01555
SRR7533644_1_kneaddata_paired	Actinobacteriota	615	P	104438	290	104728	0.00678
SRR7533644_1_kneaddata_paired	Desulfobacterota_A	11509	P	95599	545	96144	0.00622
SRR7533644_1_kneaddata_paired	Proteobacteria	22518	P	88771	115	88886	0.00575
SRR7533644_1_kneaddata_paired	Campylobacterota	8700	P	71062	1	71063	0.00460
SRR7533644_1_kneaddata_paired	Deferribacterota	10822	P	9624	1	9625	0.00062
SRR7533644_1_kneaddata_paired	Cyanobacteria	9876	P	4340	42	4382	0.00028
SRR7533644_1_kneaddata_paired	Verrucomicrobiota	33333	P	1076	17	1093	0.00007
SRR7533644_1_kneaddata_paired	Firmicutes_B	17289	P	381	12	393	0.00003
SRR7533644_1_kneaddata_paired	Firmicutes_C	17613	P	378	0	378	0.00002
SRR7533644_1_kneaddata_paired	Spirochaetota	32587	P	240	0	240	0.00002
SRR7533644_1_kneaddata_paired	Firmicutes_I	18140	P	140	0	140	0.00001
SRR7533644_1_kneaddata_paired	Thermotogota	33086	P	88	0	88	0.00001
SRR7533644_1_kneaddata_paired	Elusimicrobiota	11888	P	15	0	15	0.00000
SRR7691143_1_kneaddata_paired	Bacteroidota	4587	P	2424433	12011	2436444	0.52217
SRR7691143_1_kneaddata_paired	Firmicutes_A	14608	P	1893361	9260	1902621	0.40776
SRR7691143_1_kneaddata_paired	Actinobacteriota	615	P	103745	67	103812	0.02225
SRR7691143_1_kneaddata_paired	Verrucomicrobiota	33333	P	91414	4345	95759	0.02052
SRR7691143_1_kneaddata_paired	Proteobacteria	22518	P	55986	81	56067	0.01202
SRR7691143_1_kneaddata_paired	Firmicutes	12188	P	36164	266	36430	0.00781
SRR7691143_1_kneaddata_paired	Desulfobacterota_A	11509	P	29269	89	29358	0.00629
SRR7691143_1_kneaddata_paired	Cyanobacteria	9876	P	4410	19	4429	0.00095
SRR7691143_1_kneaddata_paired	Deferribacterota	10822	P	797	2	799	0.00017
SRR7691143_1_kneaddata_paired	Firmicutes_B	17289	P	164	4	168	0.00004
SRR7691143_1_kneaddata_paired	Campylobacterota	8700	P	41	0	41	0.00001
SRR7691143_1_kneaddata_paired	Firmicutes_I	18140	P	39	0	39	0.00001
SRR7691143_1_kneaddata_paired	Spirochaetota	32587	P	21	0	21	0.00000
SRR7691143_1_kneaddata_paired	Firmicutes_C	17613	P	15	0	15	0.00000
SRR7691143_1_kneaddata_paired	Thermotogota	33086	P	3	0	3	0.00000
SRR7691143_1_kneaddata_paired	Elusimicrobiota	11888	P	1	0	1	0.00000
SRR7691144_1_kneaddata_paired	Bacteroidota	4587	P	2466172	12571	2478743	0.64313
SRR7691144_1_kneaddata_paired	Firmicutes_A	14608	P	1080570	6250	1086820	0.28198
SRR7691144_1_kneaddata_paired	Verrucomicrobiota	33333	P	92327	4518	96845	0.02513
SRR7691144_1_kneaddata_paired	Actinobacteriota	615	P	69512	50	69562	0.01805
SRR7691144_1_kneaddata_paired	Proteobacteria	22518	P	64202	87	64289	0.01668
SRR7691144_1_kneaddata_paired	Firmicutes	12188	P	35304	281	35585	0.00923
SRR7691144_1_kneaddata_paired	Desulfobacterota_A	11509	P	15143	54	15197	0.00394
SRR7691144_1_kneaddata_paired	Cyanobacteria	9876	P	5073	26	5099	0.00132
SRR7691144_1_kneaddata_paired	Deferribacterota	10822	P	1852	5	1857	0.00048
SRR7691144_1_kneaddata_paired	Firmicutes_B	17289	P	74	2	76	0.00002
SRR7691144_1_kneaddata_paired	Campylobacterota	8700	P	54	0	54	0.00001
SRR7691144_1_kneaddata_paired	Firmicutes_I	18140	P	39	0	39	0.00001
SRR7691144_1_kneaddata_paired	Spirochaetota	32587	P	25	0	25	0.00001
SRR7691144_1_kneaddata_paired	Firmicutes_C	17613	P	14	0	14	0.00000
SRR7691144_1_kneaddata_paired	Thermotogota	33086	P	4	0	4	0.00000
SRR7691144_1_kneaddata_paired	Elusimicrobiota	11888	P	3	0	3	0.00000
SRR7691145_1_kneaddata_paired	Bacteroidota	4587	P	3873455	15282	3888737	0.67367
SRR7691145_1_kneaddata_paired	Firmicutes_A	14608	P	1546641	10196	1556837	0.26970
SRR7691145_1_kneaddata_paired	Verrucomicrobiota	33333	P	141830	7699	149529	0.02590
SRR7691145_1_kneaddata_paired	Proteobacteria	22518	P	122796	543	123339	0.02137
SRR7691145_1_kneaddata_paired	Desulfobacterota_A	11509	P	21412	59	21471	0.00372
SRR7691145_1_kneaddata_paired	Firmicutes	12188	P	13100	179	13279	0.00230
SRR7691145_1_kneaddata_paired	Actinobacteriota	615	P	12388	16	12404	0.00215
SRR7691145_1_kneaddata_paired	Cyanobacteria	9876	P	6136	23	6159	0.00107
SRR7691145_1_kneaddata_paired	Deferribacterota	10822	P	357	1	358	0.00006
SRR7691145_1_kneaddata_paired	Firmicutes_B	17289	P	123	4	127	0.00002
SRR7691145_1_kneaddata_paired	Campylobacterota	8700	P	112	0	112	0.00002
SRR7691145_1_kneaddata_paired	Spirochaetota	32587	P	50	0	50	0.00001
SRR7691145_1_kneaddata_paired	Firmicutes_I	18140	P	38	0	38	0.00001
SRR7691145_1_kneaddata_paired	Firmicutes_C	17613	P	26	0	26	0.00000
SRR7691145_1_kneaddata_paired	Elusimicrobiota	11888	P	19	0	19	0.00000
SRR7691145_1_kneaddata_paired	Thermotogota	33086	P	7	0	7	0.00000
SRR7691146_1_kneaddata_paired	Firmicutes_A	14608	P	2082437	14716	2097153	0.50348
SRR7691146_1_kneaddata_paired	Bacteroidota	4587	P	1970828	11620	1982448	0.47594
SRR7691146_1_kneaddata_paired	Proteobacteria	22518	P	22802	89	22891	0.00550
SRR7691146_1_kneaddata_paired	Desulfobacterota_A	11509	P	20010	94	20104	0.00483
SRR7691146_1_kneaddata_paired	Cyanobacteria	9876	P	15663	126	15789	0.00379
SRR7691146_1_kneaddata_paired	Firmicutes	12188	P	14882	362	15244	0.00366
SRR7691146_1_kneaddata_paired	Verrucomicrobiota	33333	P	5980	394	6374	0.00153
SRR7691146_1_kneaddata_paired	Deferribacterota	10822	P	3361	14	3375	0.00081
SRR7691146_1_kneaddata_paired	Actinobacteriota	615	P	1525	4	1529	0.00037
SRR7691146_1_kneaddata_paired	Firmicutes_B	17289	P	225	9	234	0.00006
SRR7691146_1_kneaddata_paired	Campylobacterota	8700	P	59	0	59	0.00001
SRR7691146_1_kneaddata_paired	Spirochaetota	32587	P	49	0	49	0.00001
SRR7691146_1_kneaddata_paired	Firmicutes_I	18140	P	35	0	35	0.00001
SRR7691146_1_kneaddata_paired	Firmicutes_C	17613	P	29	0	29	0.00001
SRR7691146_1_kneaddata_paired	Thermotogota	33086	P	25	0	25	0.00001
SRR7691146_1_kneaddata_paired	Elusimicrobiota	11888	P	4	0	4	0.00000
SRR7691147_1_kneaddata_paired	Bacteroidota	4587	P	6835739	52377	6888116	0.82624
SRR7691147_1_kneaddata_paired	Firmicutes_A	14608	P	1147272	16955	1164227	0.13965
SRR7691147_1_kneaddata_paired	Proteobacteria	22518	P	151746	786	152532	0.01830
SRR7691147_1_kneaddata_paired	Cyanobacteria	9876	P	62573	426	62999	0.00756
SRR7691147_1_kneaddata_paired	Firmicutes	12188	P	36769	581	37350	0.00448
SRR7691147_1_kneaddata_paired	Verrucomicrobiota	33333	P	14015	1301	15316	0.00184
SRR7691147_1_kneaddata_paired	Actinobacteriota	615	P	6665	17	6682	0.00080
SRR7691147_1_kneaddata_paired	Deferribacterota	10822	P	5047	30	5077	0.00061
SRR7691147_1_kneaddata_paired	Desulfobacterota_A	11509	P	3887	58	3945	0.00047
SRR7691147_1_kneaddata_paired	Campylobacterota	8700	P	186	0	186	0.00002
SRR7691147_1_kneaddata_paired	Firmicutes_B	17289	P	171	10	181	0.00002
SRR7691147_1_kneaddata_paired	Spirochaetota	32587	P	61	0	61	0.00001
SRR7691147_1_kneaddata_paired	Firmicutes_I	18140	P	46	0	46	0.00001
SRR7691147_1_kneaddata_paired	Firmicutes_C	17613	P	20	0	20	0.00000
SRR7691147_1_kneaddata_paired	Thermotogota	33086	P	6	0	6	0.00000
SRR7691147_1_kneaddata_paired	Elusimicrobiota	11888	P	3	0	3	0.00000
SRR7691148_1_kneaddata_paired	Bacteroidota	4587	P	2440722	20889	2461611	0.60078
SRR7691148_1_kneaddata_paired	Firmicutes_A	14608	P	1379268	14111	1393379	0.34007
SRR7691148_1_kneaddata_paired	Verrucomicrobiota	33333	P	73662	6704	80366	0.01961
SRR7691148_1_kneaddata_paired	Firmicutes	12188	P	64627	931	65558	0.01600
SRR7691148_1_kneaddata_paired	Proteobacteria	22518	P	41549	255	41804	0.01020
SRR7691148_1_kneaddata_paired	Cyanobacteria	9876	P	36952	238	37190	0.00908
SRR7691148_1_kneaddata_paired	Desulfobacterota_A	11509	P	10574	62	10636	0.00260
SRR7691148_1_kneaddata_paired	Deferribacterota	10822	P	4462	26	4488	0.00110
SRR7691148_1_kneaddata_paired	Actinobacteriota	615	P	1925	5	1930	0.00047
SRR7691148_1_kneaddata_paired	Campylobacterota	8700	P	160	0	160	0.00004
SRR7691148_1_kneaddata_paired	Spirochaetota	32587	P	87	0	87	0.00002
SRR7691148_1_kneaddata_paired	Firmicutes_B	17289	P	84	4	88	0.00002
SRR7691148_1_kneaddata_paired	Firmicutes_I	18140	P	39	0	39	0.00001
SRR7691148_1_kneaddata_paired	Firmicutes_C	17613	P	13	0	13	0.00000
SRR7691148_1_kneaddata_paired	Thermotogota	33086	P	9	0	9	0.00000
SRR7691148_1_kneaddata_paired	Elusimicrobiota	11888	P	2	0	2	0.00000
SRR7691149_1_kneaddata_paired	Firmicutes_A	14608	P	3257703	12789	3270492	0.51446
SRR7691149_1_kneaddata_paired	Bacteroidota	4587	P	2400394	10300	2410694	0.37921
SRR7691149_1_kneaddata_paired	Firmicutes	12188	P	158065	1460	159525	0.02509
SRR7691149_1_kneaddata_paired	Proteobacteria	22518	P	150316	529	150845	0.02373
SRR7691149_1_kneaddata_paired	Deferribacterota	10822	P	131928	405	132333	0.02082
SRR7691149_1_kneaddata_paired	Verrucomicrobiota	33333	P	122603	5819	128422	0.02020
SRR7691149_1_kneaddata_paired	Desulfobacterota_A	11509	P	57192	148	57340	0.00902
SRR7691149_1_kneaddata_paired	Cyanobacteria	9876	P	28060	100	28160	0.00443
SRR7691149_1_kneaddata_paired	Actinobacteriota	615	P	18358	16	18374	0.00289
SRR7691149_1_kneaddata_paired	Firmicutes_B	17289	P	332	9	341	0.00005
SRR7691149_1_kneaddata_paired	Campylobacterota	8700	P	245	0	245	0.00004
SRR7691149_1_kneaddata_paired	Spirochaetota	32587	P	177	0	177	0.00003
SRR7691149_1_kneaddata_paired	Firmicutes_I	18140	P	75	0	75	0.00001
SRR7691149_1_kneaddata_paired	Firmicutes_C	17613	P	56	0	56	0.00001
SRR7691149_1_kneaddata_paired	Thermotogota	33086	P	9	0	9	0.00000
SRR7691149_1_kneaddata_paired	Elusimicrobiota	11888	P	7	0	7	0.00000
SRR7691150_1_kneaddata_paired	Bacteroidota	4587	P	4452978	27008	4479986	0.82098
SRR7691150_1_kneaddata_paired	Firmicutes_A	14608	P	732038	10053	742091	0.13599
SRR7691150_1_kneaddata_paired	Proteobacteria	22518	P	81902	280	82182	0.01506
SRR7691150_1_kneaddata_paired	Verrucomicrobiota	33333	P	48421	3968	52389	0.00960
SRR7691150_1_kneaddata_paired	Firmicutes	12188	P	41793	501	42294	0.00775
SRR7691150_1_kneaddata_paired	Cyanobacteria	9876	P	39413	243	39656	0.00727
SRR7691150_1_kneaddata_paired	Deferribacterota	10822	P	6705	35	6740	0.00124
SRR7691150_1_kneaddata_paired	Actinobacteriota	615	P	6336	13	6349	0.00116
SRR7691150_1_kneaddata_paired	Desulfobacterota_A	11509	P	4762	44	4806	0.00088
SRR7691150_1_kneaddata_paired	Campylobacterota	8700	P	128	0	128	0.00002
SRR7691150_1_kneaddata_paired	Firmicutes_B	17289	P	104	5	109	0.00002
SRR7691150_1_kneaddata_paired	Spirochaetota	32587	P	72	0	72	0.00001
SRR7691150_1_kneaddata_paired	Firmicutes_I	18140	P	28	0	28	0.00001
SRR7691150_1_kneaddata_paired	Firmicutes_C	17613	P	13	0	13	0.00000
SRR7691150_1_kneaddata_paired	Thermotogota	33086	P	10	0	10	0.00000
SRR7691150_1_kneaddata_paired	Elusimicrobiota	11888	P	7	0	7	0.00000
SRR7691151_1_kneaddata_paired	Firmicutes_A	14608	P	4321171	36891	4358062	0.48582
SRR7691151_1_kneaddata_paired	Bacteroidota	4587	P	4124889	28451	4153340	0.46300
SRR7691151_1_kneaddata_paired	Deferribacterota	10822	P	120758	608	121366	0.01353
SRR7691151_1_kneaddata_paired	Firmicutes	12188	P	88677	1471	90148	0.01005
SRR7691151_1_kneaddata_paired	Cyanobacteria	9876	P	83354	460	83814	0.00934
SRR7691151_1_kneaddata_paired	Proteobacteria	22518	P	81726	485	82211	0.00916
SRR7691151_1_kneaddata_paired	Desulfobacterota_A	11509	P	52195	224	52419	0.00584
SRR7691151_1_kneaddata_paired	Verrucomicrobiota	33333	P	22750	1775	24525	0.00273
SRR7691151_1_kneaddata_paired	Actinobacteriota	615	P	3612	9	3621	0.00040
SRR7691151_1_kneaddata_paired	Firmicutes_B	17289	P	432	21	453	0.00005
SRR7691151_1_kneaddata_paired	Spirochaetota	32587	P	215	0	215	0.00002
SRR7691151_1_kneaddata_paired	Campylobacterota	8700	P	214	0	214	0.00002
SRR7691151_1_kneaddata_paired	Firmicutes_I	18140	P	81	0	81	0.00001
SRR7691151_1_kneaddata_paired	Firmicutes_C	17613	P	52	0	52	0.00001
SRR7691151_1_kneaddata_paired	Elusimicrobiota	11888	P	3	0	3	0.00000
SRR7691151_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
SRR7691152_1_kneaddata_paired	Bacteroidota	4587	P	5721851	34284	5756135	0.79722
SRR7691152_1_kneaddata_paired	Firmicutes_A	14608	P	946191	10691	956882	0.13253
SRR7691152_1_kneaddata_paired	Proteobacteria	22518	P	178869	839	179708	0.02489
SRR7691152_1_kneaddata_paired	Verrucomicrobiota	33333	P	158199	12014	170213	0.02357
SRR7691152_1_kneaddata_paired	Firmicutes	12188	P	69699	744	70443	0.00976
SRR7691152_1_kneaddata_paired	Cyanobacteria	9876	P	68765	390	69155	0.00958
SRR7691152_1_kneaddata_paired	Deferribacterota	10822	P	6626	31	6657	0.00092
SRR7691152_1_kneaddata_paired	Actinobacteriota	615	P	6223	13	6236	0.00086
SRR7691152_1_kneaddata_paired	Desulfobacterota_A	11509	P	3940	46	3986	0.00055
SRR7691152_1_kneaddata_paired	Campylobacterota	8700	P	393	0	393	0.00005
SRR7691152_1_kneaddata_paired	Spirochaetota	32587	P	205	0	205	0.00003
SRR7691152_1_kneaddata_paired	Firmicutes_B	17289	P	128	6	134	0.00002
SRR7691152_1_kneaddata_paired	Firmicutes_I	18140	P	47	0	47	0.00001
SRR7691152_1_kneaddata_paired	Firmicutes_C	17613	P	30	0	30	0.00000
SRR7691152_1_kneaddata_paired	Thermotogota	33086	P	10	0	10	0.00000
SRR7691152_1_kneaddata_paired	Elusimicrobiota	11888	P	3	0	3	0.00000
SRR7691153_1_kneaddata_paired	Bacteroidota	4587	P	1909734	6502	1916236	0.46545
SRR7691153_1_kneaddata_paired	Firmicutes_A	14608	P	1816794	8188	1824982	0.44329
SRR7691153_1_kneaddata_paired	Verrucomicrobiota	33333	P	123961	5801	129762	0.03152
SRR7691153_1_kneaddata_paired	Firmicutes	12188	P	93453	815	94268	0.02290
SRR7691153_1_kneaddata_paired	Proteobacteria	22518	P	88168	263	88431	0.02148
SRR7691153_1_kneaddata_paired	Actinobacteriota	615	P	18363	14	18377	0.00446
SRR7691153_1_kneaddata_paired	Deferribacterota	10822	P	15963	48	16011	0.00389
SRR7691153_1_kneaddata_paired	Desulfobacterota_A	11509	P	13603	66	13669	0.00332
SRR7691153_1_kneaddata_paired	Cyanobacteria	9876	P	11764	49	11813	0.00287
SRR7691153_1_kneaddata_paired	Firmicutes_B	17289	P	3050	90	3140	0.00076
SRR7691153_1_kneaddata_paired	Campylobacterota	8700	P	117	0	117	0.00003
SRR7691153_1_kneaddata_paired	Spirochaetota	32587	P	50	0	50	0.00001
SRR7691153_1_kneaddata_paired	Firmicutes_I	18140	P	46	0	46	0.00001
SRR7691153_1_kneaddata_paired	Firmicutes_C	17613	P	26	0	26	0.00001
SRR7691153_1_kneaddata_paired	Thermotogota	33086	P	5	0	5	0.00000
SRR7691153_1_kneaddata_paired	Elusimicrobiota	11888	P	4	0	4	0.00000
SRR7691154_1_kneaddata_paired	Bacteroidota	4587	P	2732368	5368	2737736	0.62931
SRR7691154_1_kneaddata_paired	Firmicutes_A	14608	P	1059504	10149	1069653	0.24587
SRR7691154_1_kneaddata_paired	Verrucomicrobiota	33333	P	293076	8606	301682	0.06935
SRR7691154_1_kneaddata_paired	Proteobacteria	22518	P	92296	165	92461	0.02125
SRR7691154_1_kneaddata_paired	Actinobacteriota	615	P	39690	15	39705	0.00913
SRR7691154_1_kneaddata_paired	Desulfobacterota_A	11509	P	36409	55	36464	0.00838
SRR7691154_1_kneaddata_paired	Firmicutes	12188	P	34067	204	34271	0.00788
SRR7691154_1_kneaddata_paired	Deferribacterota	10822	P	25389	48	25437	0.00585
SRR7691154_1_kneaddata_paired	Cyanobacteria	9876	P	12571	27	12598	0.00290
SRR7691154_1_kneaddata_paired	Campylobacterota	8700	P	147	0	147	0.00003
SRR7691154_1_kneaddata_paired	Firmicutes_B	17289	P	111	2	113	0.00003
SRR7691154_1_kneaddata_paired	Spirochaetota	32587	P	79	0	79	0.00002
SRR7691154_1_kneaddata_paired	Firmicutes_I	18140	P	28	0	28	0.00001
SRR7691154_1_kneaddata_paired	Firmicutes_C	17613	P	16	0	16	0.00000
