GUT_GENOME000125	GUT_GENOME000977
GUT_GENOME000126	GUT_GENOME000701
GUT_GENOME000127	GUT_GENOME001689
GUT_GENOME000128	GUT_GENOME023769
GUT_GENOME000129	GUT_GENOME095955
GUT_GENOME000130	GUT_GENOME096535
GUT_GENOME000131	GUT_GENOME000131
GUT_GENOME000132	GUT_GENOME086861
GUT_GENOME000133	GUT_GENOME080546
GUT_GENOME000135	GUT_GENOME151566
GUT_GENOME000136	GUT_GENOME216999
GUT_GENOME000137	GUT_GENOME000137
GUT_GENOME000138	GUT_GENOME001027
GUT_GENOME000139	GUT_GENOME000139
GUT_GENOME000140	GUT_GENOME000724
GUT_GENOME000141	GUT_GENOME253440
GUT_GENOME000142	GUT_GENOME143712
GUT_GENOME000143	GUT_GENOME000122
GUT_GENOME000144	GUT_GENOME142522
GUT_GENOME000145	GUT_GENOME124742
GUT_GENOME000146	GUT_GENOME001734
GUT_GENOME000147	GUT_GENOME000147
GUT_GENOME000148	GUT_GENOME001671
GUT_GENOME000149	GUT_GENOME000424
GUT_GENOME000150	GUT_GENOME001575
GUT_GENOME000151	GUT_GENOME019659
GUT_GENOME000152	GUT_GENOME126839
GUT_GENOME000153	GUT_GENOME248826
GUT_GENOME000154	GUT_GENOME096366
GUT_GENOME000155	GUT_GENOME147638
GUT_GENOME000156	GUT_GENOME143156
GUT_GENOME000157	GUT_GENOME001423
GUT_GENOME000158	GUT_GENOME000677
GUT_GENOME000159	GUT_GENOME000159
GUT_GENOME000160	GUT_GENOME142525
GUT_GENOME000161	GUT_GENOME000236
GUT_GENOME000162	GUT_GENOME000676
GUT_GENOME000163	GUT_GENOME001751
GUT_GENOME000164	GUT_GENOME001261
GUT_GENOME000165	GUT_GENOME001598
GUT_GENOME000166	GUT_GENOME286345
GUT_GENOME000167	GUT_GENOME258050
GUT_GENOME000168	GUT_GENOME000215
GUT_GENOME000169	GUT_GENOME143131
GUT_GENOME000170	GUT_GENOME256258
GUT_GENOME000171	GUT_GENOME098563
GUT_GENOME000172	GUT_GENOME000977
GUT_GENOME000173	GUT_GENOME142391
GUT_GENOME000174	GUT_GENOME261564
GUT_GENOME000175	GUT_GENOME104932
GUT_GENOME000176	GUT_GENOME140786
GUT_GENOME000177	GUT_GENOME196213
GUT_GENOME000179	GUT_GENOME001689
GUT_GENOME000180	GUT_GENOME149952
GUT_GENOME000181	GUT_GENOME001135
GUT_GENOME000182	GUT_GENOME095993
GUT_GENOME000183	GUT_GENOME158140
GUT_GENOME000184	GUT_GENOME239670
GUT_GENOME000185	GUT_GENOME095955
GUT_GENOME000186	GUT_GENOME143505
GUT_GENOME000187	GUT_GENOME000187
GUT_GENOME000188	GUT_GENOME001734
GUT_GENOME000189	GUT_GENOME183808
GUT_GENOME000190	GUT_GENOME140240
GUT_GENOME000191	GUT_GENOME001734
GUT_GENOME000192	GUT_GENOME095958
GUT_GENOME000193	GUT_GENOME095526
GUT_GENOME000194	GUT_GENOME142522
GUT_GENOME000195	GUT_GENOME000147
GUT_GENOME000196	GUT_GENOME001423
GUT_GENOME000197	GUT_GENOME096216
GUT_GENOME000198	GUT_GENOME000198
GUT_GENOME000199	GUT_GENOME000724
GUT_GENOME000200	GUT_GENOME207508
GUT_GENOME000201	GUT_GENOME000727
GUT_GENOME000202	GUT_GENOME000202
GUT_GENOME000203	GUT_GENOME000203
GUT_GENOME000204	GUT_GENOME096067
GUT_GENOME000205	GUT_GENOME000205
GUT_GENOME000206	GUT_GENOME096067
GUT_GENOME000207	GUT_GENOME143134
GUT_GENOME000208	GUT_GENOME096228
GUT_GENOME000209	GUT_GENOME095993
GUT_GENOME000210	GUT_GENOME000706
GUT_GENOME000211	GUT_GENOME249234
GUT_GENOME000212	GUT_GENOME001757
GUT_GENOME000213	GUT_GENOME001213
GUT_GENOME000214	GUT_GENOME283914
GUT_GENOME000215	GUT_GENOME000215
GUT_GENOME000216	GUT_GENOME246739
GUT_GENOME000217	GUT_GENOME096495
GUT_GENOME000218	GUT_GENOME019659
GUT_GENOME000232	GUT_GENOME000232
GUT_GENOME000233	GUT_GENOME000659
GUT_GENOME000234	GUT_GENOME158140
GUT_GENOME000235	GUT_GENOME140786
GUT_GENOME000236	GUT_GENOME000236
GUT_GENOME000237	GUT_GENOME246739
GUT_GENOME000238	GUT_GENOME143505
GUT_GENOME000239	GUT_GENOME001734
GUT_GENOME000240	GUT_GENOME147638
GUT_GENOME000241	GUT_GENOME143232
GUT_GENOME000242	GUT_GENOME143131
GUT_GENOME000243	GUT_GENOME000243
GUT_GENOME000244	GUT_GENOME001321
GUT_GENOME000245	GUT_GENOME000247
GUT_GENOME000246	GUT_GENOME000246
GUT_GENOME000247	GUT_GENOME000247
GUT_GENOME000248	GUT_GENOME000248
GUT_GENOME000249	GUT_GENOME019659
GUT_GENOME000250	GUT_GENOME000250
GUT_GENOME000251	GUT_GENOME000701
GUT_GENOME000252	GUT_GENOME000676
GUT_GENOME000253	GUT_GENOME095993
GUT_GENOME000254	GUT_GENOME000918
GUT_GENOME000255	GUT_GENOME143134
GUT_GENOME000256	GUT_GENOME000725
GUT_GENOME000257	GUT_GENOME147854
GUT_GENOME000258	GUT_GENOME239737
GUT_GENOME000259	GUT_GENOME000259
GUT_GENOME000260	GUT_GENOME000260
GUT_GENOME000261	GUT_GENOME001261
GUT_GENOME000262	GUT_GENOME239799
GUT_GENOME000263	GUT_GENOME086861
GUT_GENOME000264	GUT_GENOME141068
GUT_GENOME000265	GUT_GENOME080666
GUT_GENOME000266	GUT_GENOME172971
GUT_GENOME000267	GUT_GENOME246766
GUT_GENOME000268	GUT_GENOME095965
GUT_GENOME000269	GUT_GENOME220541
GUT_GENOME000270	GUT_GENOME000518
GUT_GENOME000271	GUT_GENOME000271
GUT_GENOME000272	GUT_GENOME044288
GUT_GENOME000273	GUT_GENOME216999
GUT_GENOME000274	GUT_GENOME141226
GUT_GENOME000275	GUT_GENOME000236
GUT_GENOME000276	GUT_GENOME000448
GUT_GENOME000277	GUT_GENOME000010
GUT_GENOME000278	GUT_GENOME096498
GUT_GENOME000279	GUT_GENOME000279
GUT_GENOME000280	GUT_GENOME001734
GUT_GENOME000281	GUT_GENOME143357
GUT_GENOME000282	GUT_GENOME143505
GUT_GENOME000283	GUT_GENOME147854
GUT_GENOME000284	GUT_GENOME001689
GUT_GENOME000285	GUT_GENOME261564
GUT_GENOME000286	GUT_GENOME143131
GUT_GENOME000287	GUT_GENOME000147
GUT_GENOME000288	GUT_GENOME001423
GUT_GENOME000290	GUT_GENOME000290
GUT_GENOME000291	GUT_GENOME000724
GUT_GENOME000292	GUT_GENOME143712
GUT_GENOME000293	GUT_GENOME096067
GUT_GENOME000294	GUT_GENOME019659
GUT_GENOME000295	GUT_GENOME242903
GUT_GENOME000296	GUT_GENOME000424
GUT_GENOME000297	GUT_GENOME095993
GUT_GENOME000298	GUT_GENOME000977
GUT_GENOME000299	GUT_GENOME000299
GUT_GENOME000300	GUT_GENOME001689
GUT_GENOME000301	GUT_GENOME086861
GUT_GENOME000302	GUT_GENOME269197
GUT_GENOME000303	GUT_GENOME143712
GUT_GENOME000304	GUT_GENOME253440
GUT_GENOME000305	GUT_GENOME095967
GUT_GENOME000306	GUT_GENOME140786
GUT_GENOME000307	GUT_GENOME196077
GUT_GENOME000308	GUT_GENOME149952
GUT_GENOME000309	GUT_GENOME144544
GUT_GENOME000312	GUT_GENOME001422
GUT_GENOME000314	GUT_GENOME000314
GUT_GENOME000316	GUT_GENOME144544
GUT_GENOME000317	GUT_GENOME144544
GUT_GENOME000318	GUT_GENOME103721
GUT_GENOME000319	GUT_GENOME000319
GUT_GENOME000320	GUT_GENOME142330
GUT_GENOME000321	GUT_GENOME095939
GUT_GENOME000323	GUT_GENOME103721
GUT_GENOME000325	GUT_GENOME096216
GUT_GENOME000327	GUT_GENOME073771
GUT_GENOME000329	GUT_GENOME103721
GUT_GENOME000330	GUT_GENOME000330
GUT_GENOME000331	GUT_GENOME103721
GUT_GENOME000332	GUT_GENOME142483
GUT_GENOME000333	GUT_GENOME000545
GUT_GENOME000334	GUT_GENOME095972
GUT_GENOME000335	GUT_GENOME095977
GUT_GENOME000336	GUT_GENOME142391
GUT_GENOME000337	GUT_GENOME000337
GUT_GENOME000338	GUT_GENOME000338
GUT_GENOME000340	GUT_GENOME144544
GUT_GENOME000342	GUT_GENOME142391
GUT_GENOME000344	GUT_GENOME095972
GUT_GENOME000346	GUT_GENOME151566
GUT_GENOME000348	GUT_GENOME103721
GUT_GENOME000350	GUT_GENOME142482
GUT_GENOME000353	GUT_GENOME095973
GUT_GENOME000356	GUT_GENOME096067
GUT_GENOME000357	GUT_GENOME001575
GUT_GENOME000358	GUT_GENOME001734
GUT_GENOME000359	GUT_GENOME239662
GUT_GENOME000361	GUT_GENOME261564
GUT_GENOME000362	GUT_GENOME095993
GUT_GENOME000366	GUT_GENOME239799
GUT_GENOME000367	GUT_GENOME125893
GUT_GENOME000368	GUT_GENOME143131
GUT_GENOME000369	GUT_GENOME001261
GUT_GENOME000371	GUT_GENOME143712
GUT_GENOME000372	GUT_GENOME143357
GUT_GENOME000373	GUT_GENOME142522
GUT_GENOME000374	GUT_GENOME195227
GUT_GENOME000375	GUT_GENOME147632
GUT_GENOME000376	GUT_GENOME001423
GUT_GENOME000380	GUT_GENOME000662
GUT_GENOME000383	GUT_GENOME283914
GUT_GENOME000384	GUT_GENOME001239
GUT_GENOME000386	GUT_GENOME000706
GUT_GENOME000387	GUT_GENOME239670
GUT_GENOME000390	GUT_GENOME142391
GUT_GENOME000392	GUT_GENOME103721
GUT_GENOME000393	GUT_GENOME142391
GUT_GENOME000394	GUT_GENOME142330
GUT_GENOME000396	GUT_GENOME196213
GUT_GENOME000397	GUT_GENOME098563
GUT_GENOME000405	GUT_GENOME140240
GUT_GENOME000406	GUT_GENOME239737
GUT_GENOME000407	GUT_GENOME143505
GUT_GENOME000412	GUT_GENOME000838
GUT_GENOME000420	GUT_GENOME252686
GUT_GENOME000423	GUT_GENOME022125
GUT_GENOME000424	GUT_GENOME000424
GUT_GENOME000428	GUT_GENOME001635
GUT_GENOME000431	GUT_GENOME246739
GUT_GENOME000432	GUT_GENOME178917
GUT_GENOME000433	GUT_GENOME096067
GUT_GENOME000434	GUT_GENOME096228
GUT_GENOME000435	GUT_GENOME143483
GUT_GENOME000436	GUT_GENOME095938
GUT_GENOME000437	GUT_GENOME142522
GUT_GENOME000438	GUT_GENOME000448
GUT_GENOME000439	GUT_GENOME001734
GUT_GENOME000440	GUT_GENOME143505
GUT_GENOME000441	GUT_GENOME000706
GUT_GENOME000442	GUT_GENOME286345
GUT_GENOME000443	GUT_GENOME000767
GUT_GENOME000447	GUT_GENOME001239
GUT_GENOME000448	GUT_GENOME000448
GUT_GENOME000449	GUT_GENOME143712
GUT_GENOME000453	GUT_GENOME239662
GUT_GENOME000454	GUT_GENOME143357
GUT_GENOME000455	GUT_GENOME001261
GUT_GENOME000456	GUT_GENOME001757
GUT_GENOME000457	GUT_GENOME000479
GUT_GENOME000458	GUT_GENOME001261
GUT_GENOME000459	GUT_GENOME000459
GUT_GENOME000463	GUT_GENOME000424
GUT_GENOME000464	GUT_GENOME242903
GUT_GENOME000465	GUT_GENOME143131
GUT_GENOME000467	GUT_GENOME001159
GUT_GENOME000469	GUT_GENOME000469
GUT_GENOME000472	GUT_GENOME147638
GUT_GENOME000476	GUT_GENOME142391
GUT_GENOME000477	GUT_GENOME000554
GUT_GENOME000479	GUT_GENOME000479
GUT_GENOME000481	GUT_GENOME143505
GUT_GENOME000482	GUT_GENOME147632
GUT_GENOME000483	GUT_GENOME095752
GUT_GENOME000484	GUT_GENOME000484
GUT_GENOME000485	GUT_GENOME000701
GUT_GENOME000487	GUT_GENOME000424
GUT_GENOME000489	GUT_GENOME144544
GUT_GENOME000494	GUT_GENOME143505
GUT_GENOME000495	GUT_GENOME096557
GUT_GENOME000496	GUT_GENOME000496
GUT_GENOME000497	GUT_GENOME103721
GUT_GENOME000499	GUT_GENOME143505
GUT_GENOME000500	GUT_GENOME001806
GUT_GENOME000502	GUT_GENOME142391
GUT_GENOME000503	GUT_GENOME142483
GUT_GENOME000505	GUT_GENOME000550
GUT_GENOME000507	GUT_GENOME000550
GUT_GENOME000508	GUT_GENOME000508
GUT_GENOME000509	GUT_GENOME168512
GUT_GENOME000510	GUT_GENOME145698
GUT_GENOME000511	GUT_GENOME147632
GUT_GENOME000512	GUT_GENOME000550
GUT_GENOME000513	GUT_GENOME000513
GUT_GENOME000515	GUT_GENOME103868
GUT_GENOME000516	GUT_GENOME142483
GUT_GENOME000517	GUT_GENOME142483
GUT_GENOME000518	GUT_GENOME000518
GUT_GENOME000519	GUT_GENOME142585
GUT_GENOME000520	GUT_GENOME001734
GUT_GENOME000522	GUT_GENOME120208
GUT_GENOME000523	GUT_GENOME140713
GUT_GENOME000524	GUT_GENOME140713
GUT_GENOME000526	GUT_GENOME147638
GUT_GENOME000529	GUT_GENOME103721
GUT_GENOME000530	GUT_GENOME000530
GUT_GENOME000531	GUT_GENOME000550
GUT_GENOME000532	GUT_GENOME140713
GUT_GENOME000533	GUT_GENOME144544
GUT_GENOME000534	GUT_GENOME000534
GUT_GENOME000535	GUT_GENOME000535
GUT_GENOME000536	GUT_GENOME231492
GUT_GENOME000537	GUT_GENOME000537
GUT_GENOME000538	GUT_GENOME142522
GUT_GENOME000539	GUT_GENOME141003
GUT_GENOME000540	GUT_GENOME000558
GUT_GENOME000541	GUT_GENOME142483
GUT_GENOME000543	GUT_GENOME168512
GUT_GENOME000544	GUT_GENOME142391
GUT_GENOME000545	GUT_GENOME000545
GUT_GENOME000546	GUT_GENOME000558
GUT_GENOME000547	GUT_GENOME096442
GUT_GENOME000549	GUT_GENOME140713
GUT_GENOME000550	GUT_GENOME000550
GUT_GENOME000552	GUT_GENOME141436
GUT_GENOME000553	GUT_GENOME080546
GUT_GENOME000554	GUT_GENOME000554
GUT_GENOME000555	GUT_GENOME000559
GUT_GENOME000557	GUT_GENOME103721
GUT_GENOME000558	GUT_GENOME000558
GUT_GENOME000559	GUT_GENOME000559
GUT_GENOME000560	GUT_GENOME142458
GUT_GENOME000561	GUT_GENOME141436
GUT_GENOME000562	GUT_GENOME095938
GUT_GENOME000563	GUT_GENOME000563
GUT_GENOME000564	GUT_GENOME000564
GUT_GENOME000565	GUT_GENOME000565
GUT_GENOME000566	GUT_GENOME176879
GUT_GENOME000567	GUT_GENOME233192
GUT_GENOME000568	GUT_GENOME000568
GUT_GENOME000569	GUT_GENOME147854
GUT_GENOME000571	GUT_GENOME089567
GUT_GENOME000572	GUT_GENOME000572
GUT_GENOME000573	GUT_GENOME000573
GUT_GENOME000574	GUT_GENOME000558
GUT_GENOME000575	GUT_GENOME000575
GUT_GENOME000576	GUT_GENOME000575
GUT_GENOME000578	GUT_GENOME103260
GUT_GENOME000579	GUT_GENOME239724
GUT_GENOME000580	GUT_GENOME096557
GUT_GENOME000582	GUT_GENOME000582
GUT_GENOME000583	GUT_GENOME000583
GUT_GENOME000584	GUT_GENOME000584
GUT_GENOME000585	GUT_GENOME147598
GUT_GENOME000586	GUT_GENOME000586
GUT_GENOME000587	GUT_GENOME000587
GUT_GENOME000588	GUT_GENOME096562
GUT_GENOME000589	GUT_GENOME000035
GUT_GENOME000590	GUT_GENOME195692
GUT_GENOME000591	GUT_GENOME000591
GUT_GENOME000592	GUT_GENOME096536
GUT_GENOME000594	GUT_GENOME000594
GUT_GENOME000595	GUT_GENOME142571
GUT_GENOME000596	GUT_GENOME096036
GUT_GENOME000598	GUT_GENOME000598
GUT_GENOME000601	GUT_GENOME000677
GUT_GENOME000602	GUT_GENOME143632
GUT_GENOME000603	GUT_GENOME000603
GUT_GENOME000604	GUT_GENOME000604
GUT_GENOME000605	GUT_GENOME176879
GUT_GENOME000606	GUT_GENOME096573
GUT_GENOME000607	GUT_GENOME142625
GUT_GENOME000608	GUT_GENOME219554
GUT_GENOME000609	GUT_GENOME000609
GUT_GENOME000610	GUT_GENOME140278
GUT_GENOME000611	GUT_GENOME000611
GUT_GENOME000612	GUT_GENOME096554
GUT_GENOME000614	GUT_GENOME000614
GUT_GENOME000615	GUT_GENOME261580
GUT_GENOME000616	GUT_GENOME144544
GUT_GENOME000618	GUT_GENOME000559
GUT_GENOME000620	GUT_GENOME145581
GUT_GENOME000623	GUT_GENOME000623
GUT_GENOME000624	GUT_GENOME000624
GUT_GENOME000625	GUT_GENOME000625
GUT_GENOME000627	GUT_GENOME142482
GUT_GENOME000629	GUT_GENOME126106
GUT_GENOME000634	GUT_GENOME000634
GUT_GENOME000635	GUT_GENOME261564
GUT_GENOME000638	GUT_GENOME239724
GUT_GENOME000640	GUT_GENOME027723
GUT_GENOME000641	GUT_GENOME140320
GUT_GENOME000643	GUT_GENOME143232
GUT_GENOME000644	GUT_GENOME140786
GUT_GENOME000647	GUT_GENOME095955
GUT_GENOME000651	GUT_GENOME001423
GUT_GENOME000653	GUT_GENOME001213
GUT_GENOME000655	GUT_GENOME062493
GUT_GENOME000657	GUT_GENOME001135
GUT_GENOME000658	GUT_GENOME284747
GUT_GENOME000659	GUT_GENOME000659
GUT_GENOME000660	GUT_GENOME001751
GUT_GENOME000662	GUT_GENOME000662
GUT_GENOME000664	GUT_GENOME001734
GUT_GENOME000666	GUT_GENOME000784
GUT_GENOME000669	GUT_GENOME239662
GUT_GENOME000670	GUT_GENOME001635
GUT_GENOME000673	GUT_GENOME103721
GUT_GENOME000676	GUT_GENOME000676
GUT_GENOME000677	GUT_GENOME000677
GUT_GENOME000679	GUT_GENOME095938
GUT_GENOME000680	GUT_GENOME143505
GUT_GENOME000682	GUT_GENOME000838
GUT_GENOME000683	GUT_GENOME001598
GUT_GENOME000690	GUT_GENOME143505
GUT_GENOME000692	GUT_GENOME249234
GUT_GENOME000696	GUT_GENOME143157
GUT_GENOME000697	GUT_GENOME142391
GUT_GENOME000700	GUT_GENOME000700
GUT_GENOME000701	GUT_GENOME000701
GUT_GENOME000702	GUT_GENOME142522
GUT_GENOME000703	GUT_GENOME000727
GUT_GENOME000704	GUT_GENOME124742
GUT_GENOME000706	GUT_GENOME000706
GUT_GENOME000711	GUT_GENOME000711
GUT_GENOME000713	GUT_GENOME244579
GUT_GENOME000716	GUT_GENOME142391
GUT_GENOME000717	GUT_GENOME151566
GUT_GENOME000718	GUT_GENOME263764
GUT_GENOME000719	GUT_GENOME073771
GUT_GENOME000720	GUT_GENOME000010
GUT_GENOME000721	GUT_GENOME103705
GUT_GENOME000722	GUT_GENOME000980
GUT_GENOME000723	GUT_GENOME208064
GUT_GENOME000724	GUT_GENOME000724
GUT_GENOME000725	GUT_GENOME000725
GUT_GENOME000726	GUT_GENOME140045
GUT_GENOME000727	GUT_GENOME000727
GUT_GENOME000728	GUT_GENOME095972
GUT_GENOME000729	GUT_GENOME000729
GUT_GENOME000730	GUT_GENOME095973
GUT_GENOME000731	GUT_GENOME143134
GUT_GENOME000732	GUT_GENOME170453
GUT_GENOME000733	GUT_GENOME000767
GUT_GENOME000734	GUT_GENOME096498
GUT_GENOME000735	GUT_GENOME256258
GUT_GENOME000736	GUT_GENOME001423
GUT_GENOME000737	GUT_GENOME096554
GUT_GENOME000738	GUT_GENOME143157
GUT_GENOME000739	GUT_GENOME239670
GUT_GENOME000740	GUT_GENOME249234
GUT_GENOME000741	GUT_GENOME001400
GUT_GENOME000743	GUT_GENOME107646
GUT_GENOME000744	GUT_GENOME095938
GUT_GENOME000745	GUT_GENOME147638
GUT_GENOME000747	GUT_GENOME239670
GUT_GENOME000748	GUT_GENOME143505
GUT_GENOME000749	GUT_GENOME095938
GUT_GENOME000750	GUT_GENOME141054
GUT_GENOME000752	GUT_GENOME001734
GUT_GENOME000753	GUT_GENOME000753
GUT_GENOME000754	GUT_GENOME143505
GUT_GENOME000755	GUT_GENOME073771
GUT_GENOME000756	GUT_GENOME143357
GUT_GENOME000757	GUT_GENOME171351
GUT_GENOME000758	GUT_GENOME143347
GUT_GENOME000760	GUT_GENOME000760
GUT_GENOME000761	GUT_GENOME095938
GUT_GENOME000762	GUT_GENOME239662
GUT_GENOME000764	GUT_GENOME000764
GUT_GENOME000765	GUT_GENOME246739
GUT_GENOME000766	GUT_GENOME143712
GUT_GENOME000767	GUT_GENOME000767
GUT_GENOME000768	GUT_GENOME029564
GUT_GENOME000769	GUT_GENOME095938
GUT_GENOME000770	GUT_GENOME177751
GUT_GENOME000771	GUT_GENOME095972
GUT_GENOME000772	GUT_GENOME095967
GUT_GENOME000773	GUT_GENOME274339
GUT_GENOME000774	GUT_GENOME086528
GUT_GENOME000775	GUT_GENOME089567
GUT_GENOME000776	GUT_GENOME085241
GUT_GENOME000777	GUT_GENOME080666
GUT_GENOME000778	GUT_GENOME248826
GUT_GENOME000779	GUT_GENOME036838
GUT_GENOME000780	GUT_GENOME095938
GUT_GENOME000781	GUT_GENOME086528
GUT_GENOME000782	GUT_GENOME239670
GUT_GENOME000783	GUT_GENOME142525
GUT_GENOME000784	GUT_GENOME000784
GUT_GENOME000785	GUT_GENOME095938
GUT_GENOME000786	GUT_GENOME000862
GUT_GENOME000788	GUT_GENOME000706
GUT_GENOME000789	GUT_GENOME256258
GUT_GENOME000790	GUT_GENOME001636
GUT_GENOME000791	GUT_GENOME143505
GUT_GENOME000793	GUT_GENOME254556
GUT_GENOME000794	GUT_GENOME143157
GUT_GENOME000795	GUT_GENOME140251
GUT_GENOME000796	GUT_GENOME086528
GUT_GENOME000797	GUT_GENOME001575
GUT_GENOME000798	GUT_GENOME239662
GUT_GENOME000800	GUT_GENOME239670
GUT_GENOME000801	GUT_GENOME143712
GUT_GENOME000802	GUT_GENOME144544
GUT_GENOME000803	GUT_GENOME151566
GUT_GENOME000804	GUT_GENOME001423
GUT_GENOME000805	GUT_GENOME000594
GUT_GENOME000807	GUT_GENOME001319
GUT_GENOME000808	GUT_GENOME171351
GUT_GENOME000810	GUT_GENOME001519
GUT_GENOME000812	GUT_GENOME225889
GUT_GENOME000813	GUT_GENOME142015
GUT_GENOME000815	GUT_GENOME089567
GUT_GENOME000817	GUT_GENOME143505
GUT_GENOME000818	GUT_GENOME000818
GUT_GENOME000819	GUT_GENOME143357
GUT_GENOME000823	GUT_GENOME001151
GUT_GENOME000824	GUT_GENOME195692
GUT_GENOME000825	GUT_GENOME143505
GUT_GENOME000826	GUT_GENOME147638
GUT_GENOME000828	GUT_GENOME001261
GUT_GENOME000829	GUT_GENOME001418
GUT_GENOME000831	GUT_GENOME001255
GUT_GENOME000832	GUT_GENOME095938
GUT_GENOME000833	GUT_GENOME000871
GUT_GENOME000834	GUT_GENOME086861
GUT_GENOME000835	GUT_GENOME001734
GUT_GENOME000836	GUT_GENOME239663
GUT_GENOME000837	GUT_GENOME000554
GUT_GENOME000838	GUT_GENOME000838
GUT_GENOME000839	GUT_GENOME001189
GUT_GENOME000840	GUT_GENOME143131
GUT_GENOME000842	GUT_GENOME142522
GUT_GENOME000843	GUT_GENOME000944
GUT_GENOME000844	GUT_GENOME096067
GUT_GENOME000845	GUT_GENOME001635
GUT_GENOME000846	GUT_GENOME144544
GUT_GENOME000847	GUT_GENOME239724
GUT_GENOME000848	GUT_GENOME143505
GUT_GENOME000850	GUT_GENOME147632
GUT_GENOME000851	GUT_GENOME001734
GUT_GENOME000852	GUT_GENOME000852
GUT_GENOME000853	GUT_GENOME085241
GUT_GENOME000854	GUT_GENOME256258
GUT_GENOME000855	GUT_GENOME143505
GUT_GENOME000856	GUT_GENOME086528
GUT_GENOME000857	GUT_GENOME212931
GUT_GENOME000858	GUT_GENOME001423
GUT_GENOME000859	GUT_GENOME001027
GUT_GENOME000860	GUT_GENOME196077
GUT_GENOME000861	GUT_GENOME142522
GUT_GENOME000862	GUT_GENOME000862
GUT_GENOME000863	GUT_GENOME080666
GUT_GENOME000864	GUT_GENOME001027
GUT_GENOME000867	GUT_GENOME143188
GUT_GENOME000868	GUT_GENOME001635
GUT_GENOME000869	GUT_GENOME001777
GUT_GENOME000871	GUT_GENOME000871
GUT_GENOME000872	GUT_GENOME008876
GUT_GENOME000873	GUT_GENOME085241
GUT_GENOME000874	GUT_GENOME143505
GUT_GENOME000875	GUT_GENOME001777
GUT_GENOME000876	GUT_GENOME187301
GUT_GENOME000878	GUT_GENOME096447
GUT_GENOME000879	GUT_GENOME001635
GUT_GENOME000880	GUT_GENOME239799
GUT_GENOME000881	GUT_GENOME000862
GUT_GENOME000882	GUT_GENOME000977
GUT_GENOME000885	GUT_GENOME239662
GUT_GENOME000886	GUT_GENOME095993
GUT_GENOME000887	GUT_GENOME196077
GUT_GENOME000888	GUT_GENOME001423
GUT_GENOME000889	GUT_GENOME000889
GUT_GENOME000890	GUT_GENOME140283
GUT_GENOME000891	GUT_GENOME140786
GUT_GENOME000892	GUT_GENOME000977
GUT_GENOME000894	GUT_GENOME000871
GUT_GENOME000896	GUT_GENOME196077
GUT_GENOME000897	GUT_GENOME000676
GUT_GENOME000898	GUT_GENOME000591
