PRJEB32890.ERR3357620.43.fa,1_1B
PRJEB32890.ERR3357627.30.fa,1_1B
PRJEB7759.ERR675664.16.fa,1_1B
PRJEB7759.ERR675667.18.fa,1_1B
PRJNA341282.SRR4116658.39.fa,1_1B
PRJNA341282.SRR4116659.24.fa,1_1B
PRJNA341282.SRR4116661.17.fa,1_1B
PRJNA341282.SRR4116662.40.fa,1_1B
PRJNA341282.SRR4116663.35.fa,1_1B
PRJNA341282.SRR4116664.35.fa,1_1B
PRJNA341282.SRR4116665.34.fa,1_1B
PRJNA341282.SRR4116677.1.fa,1_1B
PRJNA397886.SRR5927678.26.fa,1_1B
PRJNA397886.SRR5927689.15.fa,1_1B
PRJNA397886.SRR5927691.15.fa,1_1B
PRJNA397886.SRR5927695.30.fa,1_1B
PRJNA397886.SRR5927700.23.fa,1_1B
PRJNA397886.SRR5927701.32.fa,1_1B
PRJNA397886.SRR5927702.45.fa,1_1B
PRJNA397886.SRR5927705.10.fa,1_1B
PRJNA397886.SRR5927716.51.fa,1_1B
PRJNA481409.SRR7533641.68.fa,1_1B
PRJNA488231.SRR7761333.26.fa,1_1B
PRJDB1459.DRR014734.40.fa,2_1B
PRJDB1462.DRR014784.14.fa,2_1B
PRJDB1464.DRR014786.47.fa,2_1B
PRJEB22710.ERR2497911.36.fa,2_1B
PRJEB22710.ERR2497912.9.fa,2_1B
PRJEB22710.ERR2497913.18.fa,2_1B
PRJEB22710.ERR2497916.13.fa,2_1B
PRJEB32890.ERR3357573.36.fa,2_1B
PRJEB32890.ERR3357574.18.fa,2_1B
PRJEB32890.ERR3357615.36.fa,2_1B
PRJEB32890.ERR3357621.13.fa,2_1B
PRJEB32890.ERR3357623.2.fa,2_1B
PRJEB32890.ERR3357624.12.fa,2_1B
PRJEB32890.ERR3357625.13.fa,2_1B
PRJEB32890.ERR3357626.20.fa,2_1B
PRJEB32890.ERR3357628.19.fa,2_1B
PRJEB32890.ERR3357630.6.fa,2_1B
PRJEB32890.ERR3357634.2.fa,2_1B
PRJEB32890.ERR3357636.10.fa,2_1B
PRJEB32890.ERR3357643.5.fa,2_1B
PRJEB32890.ERR3357644.22.fa,2_1B
PRJEB7759.ERR675675.4.fa,2_1B
PRJEB7759.ERR675678.8.fa,2_1B
PRJNA266910.SRR1648444.38.fa,2_1B
PRJNA341282.SRR4116658.22.fa,2_1B
PRJNA390686.SRR6032568.2.fa,2_1B
PRJNA397664.SRR5925334.17.fa,2_1B
PRJNA397664.SRR5925335.15.fa,2_1B
PRJNA397664.SRR5925356.18.fa,2_1B
PRJNA427099.SRR6440127.47.fa,2_1B
PRJNA427099.SRR6440129.17.fa,2_1B
PRJNA488231.SRR7761329.6.fa,2_1B
PRJNA488231.SRR7761334.10.fa,2_1B
PRJNA533038.SRR8909073.20.fa,2_1B
PRJNA540893.SRR9205129.17.fa,2_1B
PRJNA540893.SRR9205157.9.fa,2_1B
PRJNA540893.SRR9205166.49.fa,2_1B
PRJNA540893.SRR9205168.37.fa,2_1B
PRJNA586865.SRR10380305.35.fa,2_1B
PRJEB10308.ERR982798.5.fa,3_1B
PRJEB10308.ERR982800.11.fa,3_1B
PRJEB10308.ERR982801.18.fa,3_1B
PRJEB10308.ERR982804.13.fa,3_1B
PRJEB10308.ERR982810.23.fa,3_1B
PRJEB10308.ERR982811.2.fa,3_1B
PRJEB10308.ERR982814.14.fa,3_1B
PRJEB10308.ERR982817.10.fa,3_1B
PRJEB10308.ERR982819.14.fa,3_1B
PRJEB10308.ERR982820.5.fa,3_1B
PRJEB10308.ERR982822.1.fa,3_1B
PRJEB10308.ERR982823.4.fa,3_1B
PRJEB10308.ERR982831.11.fa,3_1B
PRJEB10308.ERR982832.1.fa,3_1B
PRJEB10308.ERR982835.24.fa,3_1B
PRJEB10308.ERR982838.1.fa,3_1B
PRJEB10308.ERR982839.16.fa,3_1B
PRJEB10308.ERR982840.11.fa,3_1B
PRJEB10308.ERR982841.11.fa,3_1B
PRJEB10308.ERR982842.28.fa,3_1B
PRJEB10308.ERR982843.9.fa,3_1B
PRJEB10308.ERR982844.12.fa,3_1B
PRJEB10308.ERR982845.8.fa,3_1B
PRJEB10308.ERR982848.12.fa,3_1B
PRJEB32890.ERR3357620.13.fa,3_1B
PRJEB32890.ERR3357641.22.fa,3_1B
PRJEB7759.ERR675507.3.fa,3_1B
PRJEB7759.ERR675513.15.fa,3_1B
PRJEB7759.ERR675517.22.fa,3_1B
PRJEB7759.ERR675519.6.fa,3_1B
PRJEB7759.ERR675530.20.fa,3_1B
PRJEB7759.ERR675531.6.fa,3_1B
PRJEB7759.ERR675532.19.fa,3_1B
PRJEB7759.ERR675629.27.fa,3_1B
PRJEB7759.ERR675631.9.fa,3_1B
PRJEB7759.ERR675637.29.fa,3_1B
PRJEB7759.ERR675641.44.fa,3_1B
PRJEB7759.ERR675643.32.fa,3_1B
PRJNA341282.SRR4116662.22.fa,3_1B
PRJNA341282.SRR4116663.28.fa,3_1B
PRJNA341282.SRR4116665.23.fa,3_1B
PRJNA375354.SRR5580762.4.fa,3_1B
PRJNA375354.SRR5580763.44.fa,3_1B
PRJNA397886.SRR5927720.4.fa,3_1B
PRJNA495072.SRR7981751.37.fa,3_1B
PRJNA495072.SRR7981753.41.fa,3_1B
PRJNA533038.SRR8909055.11.fa,3_1B
PRJNA611709.SRR11284193.23.fa,3_1B
PRJNA611709.SRR11284205.15.fa,3_1B
GCA_009935865.fna,4_1B
PRJEB17697.ERR1725804.10.fa,4_1B
PRJEB32890.ERR3357621.34.fa,4_1B
PRJEB7759.ERR675669.51.fa,4_1B
PRJEB7759.ERR675681.34.fa,4_1B
PRJEB7759.ERR675682.51.fa,4_1B
PRJEB7759.ERR675685.53.fa,4_1B
PRJEB7759.ERR675686.68.fa,4_1B
PRJEB9443.ERR899271.26.fa,4_1B
PRJEB9443.ERR899280.67.fa,4_1B
PRJEB9443.ERR899284.34.fa,4_1B
PRJEB9443.ERR899292.34.fa,4_1B
PRJNA386849.SRR5574503.32.fa,4_1B
PRJNA386849.SRR5574505.33.fa,4_1B
PRJNA386849.SRR5574509.18.fa,4_1B
PRJNA386849.SRR5574510.9.fa,4_1B
PRJNA386849.SRR5574511.4.fa,4_1B
PRJNA427099.SRR6440127.36.fa,4_1B
PRJNA480387.SRR7691147.26.fa,4_1B
PRJNA480387.SRR7691149.13.fa,4_1B
PRJNA480387.SRR7691150.30.fa,4_1B
PRJNA480387.SRR7691151.15.fa,4_1B
PRJNA480387.SRR7691152.27.fa,4_1B
PRJNA480387.SRR7691153.9.fa,4_1B
PRJNA480387.SRR7691155.15.fa,4_1B
PRJNA480387.SRR7691159.3.fa,4_1B
PRJNA480387.SRR7691160.24.fa,4_1B
PRJNA480387.SRR7691163.3.fa,4_1B
PRJNA480387.SRR7691166.27.fa,4_1B
PRJNA480387.SRR7691167.21.fa,4_1B
PRJNA480387.SRR7691168.22.fa,4_1B
PRJNA480387.SRR7691169.6.fa,4_1B
PRJNA480387.SRR7691170.5.fa,4_1B
PRJNA480387.SRR7691172.5.fa,4_1B
PRJNA480387.SRR7691173.11.fa,4_1B
PRJNA480387.SRR7691174.27.fa,4_1B
PRJNA481409.SRR7533632.36.fa,4_1B
PRJNA495072.SRR7981753.34.fa,4_1B
PRJNA505359.SRR8244698.14.fa,4_1B
PRJNA505359.SRR8244699.36.fa,4_1B
PRJNA505359.SRR8244711.25.fa,4_1B
PRJNA505359.SRR8244720.14.fa,4_1B
PRJEB31298.ERR3199555.34.fa,5_1B
PRJEB31298.ERR3199624.77.fa,5_1B
PRJNA481409.SRR7533641.1.fa,5_1B
PRJNA533038.SRR8909081.24.fa,5_1B
PRJNA544874.SRR9677931.8.fa,5_1B
PRJNA544874.SRR9677943.2.fa,5_1B
PRJNA544874.SRR9677962.8.fa,5_1B
PRJNA544874.SRR9677987.6.fa,5_1B
PRJNA544874.SRR9677989.3.fa,5_1B
PRJNA544874.SRR9677998.7.fa,5_1B
PRJNA544874.SRR9678000.6.fa,5_1B
PRJNA397886.SRR5927701.20.fa,6_1B
PRJNA397886.SRR5927707.2.fa,6_1B
PRJNA397886.SRR5927715.7.fa,6_1B
PRJNA397886.SRR5927720.27.fa,6_1B
PRJNA481409.SRR7533639.11.fa,6_1B
PRJNA481409.SRR7533642.89.fa,6_1B
PRJNA386849.SRR5574507.31.fa,7_0B
PRJEB31298.ERR3199521.72.fa,8_1B
PRJEB31298.ERR3199522.59.fa,8_1B
PRJEB31298.ERR3199523.68.fa,8_1B
PRJEB31298.ERR3199525.14.fa,8_1B
PRJEB31298.ERR3199526.58.fa,8_1B
PRJEB31298.ERR3199527.76.fa,8_1B
PRJEB31298.ERR3199528.19.fa,8_1B
PRJEB31298.ERR3199530.39.fa,8_1B
PRJEB31298.ERR3199532.53.fa,8_1B
PRJEB31298.ERR3199533.79.fa,8_1B
PRJEB31298.ERR3199534.62.fa,8_1B
PRJEB31298.ERR3199536.70.fa,8_1B
PRJEB31298.ERR3199539.7.fa,8_1B
PRJEB31298.ERR3199540.71.fa,8_1B
PRJEB31298.ERR3199541.68.fa,8_1B
PRJEB31298.ERR3199542.18.fa,8_1B
PRJEB31298.ERR3199543.72.fa,8_1B
PRJEB31298.ERR3199544.43.fa,8_1B
PRJEB31298.ERR3199545.72.fa,8_1B
PRJEB31298.ERR3199546.11.fa,8_1B
PRJEB31298.ERR3199548.15.fa,8_1B
PRJEB31298.ERR3199550.45.fa,8_1B
PRJEB31298.ERR3199552.4.fa,8_1B
PRJEB31298.ERR3199554.84.fa,8_1B
PRJEB31298.ERR3199555.6.fa,8_1B
PRJEB31298.ERR3199556.28.fa,8_1B
PRJEB31298.ERR3199558.14.fa,8_1B
PRJEB31298.ERR3199559.42.fa,8_1B
PRJEB31298.ERR3199561.21.fa,8_1B
PRJEB31298.ERR3199562.56.fa,8_1B
PRJEB31298.ERR3199563.52.fa,8_1B
PRJEB31298.ERR3199565.20.fa,8_1B
PRJEB31298.ERR3199566.34.fa,8_1B
PRJEB31298.ERR3199569.21.fa,8_1B
PRJEB31298.ERR3199570.56.fa,8_1B
PRJEB31298.ERR3199573.69.fa,8_1B
PRJEB31298.ERR3199574.5.fa,8_1B
PRJEB31298.ERR3199575.71.fa,8_1B
PRJEB31298.ERR3199577.8.fa,8_1B
PRJEB31298.ERR3199579.6.fa,8_1B
PRJEB31298.ERR3199581.41.fa,8_1B
PRJEB31298.ERR3199582.47.fa,8_1B
PRJEB31298.ERR3199584.65.fa,8_1B
PRJEB31298.ERR3199586.38.fa,8_1B
PRJEB31298.ERR3199587.72.fa,8_1B
PRJEB31298.ERR3199588.60.fa,8_1B
PRJEB31298.ERR3199590.15.fa,8_1B
PRJEB31298.ERR3199591.9.fa,8_1B
PRJEB31298.ERR3199592.20.fa,8_1B
